Time(s), T_gas(K), N_gas(#/cm^3), O, O2, H, OH, H2, HO2, H2O2, CH, CO, CH2, HCO, CH2(S), CH3, CH2O, CH4, CO2, CH2OH, CH3O, CH3OH, C2H, C2H2, HCCO, C2H3, CH2CO, C2H4, C2H5, C2H6, H2O, N2, AR, C, HCCOH, N, NO, N2O, NO2, NH, HNO, NH2, NNH, CN, NCO, HCN, HOCN, HNCO, H2CN, HCNN, HCNO, NH3, CH2CHO, CH3CHO, C3H8, C3H7, Electron, N2(A3), N2(B3), N2(a1), N2(C3), N2+, N(2D), O2(a1), O2(b1), O2(A3), O(1D), O(1S), O-, O2-, O2+, O+, O3, NO-, NO(A), NO(D), NO+, N(2P), N+, CH4+, CH3+, CH2+, N4+, O4+, O4-, N3+, N2O+, NO2+, O3-, O2(B3), NO3, H+, H2O+, OH+, H2+, NO2-, N2O-, NO3-, OH-, H-, O4, AR*, AR+
2.6e-09, 1504.33, 4.89604e+18, 1.98895e+17, 9.06939e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78306e+18, 0, 0, 0, 2.45622e+14, 2.34042e+12, 2.21214e+10, 6.49467e+07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.31451e+14, 5.92241e+14, 1.68899e+15, 7.23905e+14, 5.32429e+14, 4.14742e+13, 2.45576e+14, 3.67923e+14, 1.03845e+14, 2.34936e+14, 1.41108e+15, 6.23806e+13, 2.04903e+13, 9.99476e+11, 3.63825e+13, 8.33898e+11, 1.20348e+11, 1.16424e+07, 1.86431e+09, 4.48766e+08, 2.20186e+11, 4.4658e+11, 1.44664e+10, 0, 0, 0, 3.35785e+11, 1.44197e+08, 1.53967e+09, 1.34071e+08, 104283, 1.1438e+06, 1.05349e+10, 0, 915224, 0, 0, 0, 0, 1.54593e+06, 235.388, 277.215, 0, 0, 1.72376e+08, 0, 0
2.7e-09, 1505.07, 4.89652e+18, 1.99448e+17, 9.06442e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78246e+18, 0, 0, 0, 2.92269e+14, 2.9007e+12, 2.74584e+10, 9.23354e+07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.7924e+14, 6.87462e+14, 1.94376e+15, 8.35826e+14, 6.17072e+14, 4.99331e+13, 2.92288e+14, 4.1978e+14, 1.19674e+14, 2.68685e+14, 1.62127e+15, 7.26514e+13, 2.33296e+13, 1.12325e+12, 4.32524e+13, 9.40623e+11, 1.29053e+11, 1.61912e+07, 2.63572e+09, 6.35067e+08, 2.7743e+11, 6.04864e+11, 2.02479e+10, 0, 0, 0, 4.24147e+11, 1.75145e+08, 1.79099e+09, 2.01942e+08, 161150, 1.80341e+06, 1.2478e+10, 0, 1.35411e+06, 0, 0, 0, 0, 2.02426e+06, 342.531, 414.745, 0, 0, 2.42856e+08, 0, 0
2.8e-09, 1505.89, 4.89704e+18, 2.00057e+17, 9.05903e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78181e+18, 0, 0, 0, 3.43837e+14, 3.561e+12, 3.39287e+10, 1.2932e+08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.21608e+14, 7.90247e+14, 2.21379e+15, 9.54735e+14, 7.07055e+14, 5.93838e+13, 3.43948e+14, 4.74623e+14, 1.36744e+14, 3.04456e+14, 1.84401e+15, 8.38092e+13, 2.63125e+13, 1.25122e+12, 5.0846e+13, 1.04886e+12, 1.38725e+11, 2.20912e+07, 3.65569e+09, 8.81301e+08, 3.45821e+11, 8.02501e+11, 2.76977e+10, 0, 0, 0, 5.29603e+11, 2.10593e+08, 2.06866e+09, 2.97304e+08, 245265, 2.7838e+06, 1.46669e+10, 0, 1.96808e+06, 0, 0, 0, 0, 2.64515e+06, 492.623, 611.816, 0, 0, 3.35852e+08, 0, 0
2.9e-09, 1506.79, 4.89759e+18, 2.00725e+17, 9.05322e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78113e+18, 0, 0, 0, 4.00278e+14, 4.33102e+12, 4.17133e+10, 1.78421e+08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.58553e+14, 9.00232e+14, 2.49722e+15, 1.07981e+15, 8.01705e+14, 6.98294e+13, 4.00515e+14, 5.32143e+14, 1.55014e+14, 3.42048e+14, 2.07785e+15, 9.58295e+13, 2.94169e+13, 1.38227e+12, 5.91567e+13, 1.15778e+12, 1.49509e+11, 2.96041e+07, 4.97983e+09, 1.20071e+09, 4.26632e+11, 1.04463e+12, 3.70973e+10, 0, 0, 0, 6.53884e+11, 2.50751e+08, 2.37244e+09, 4.28319e+08, 367649, 4.2089e+06, 1.71086e+10, 0, 2.81066e+06, 0, 0, 0, 0, 3.44472e+06, 699.947, 889.509, 0, 0, 4.56202e+08, 0, 0
3e-09, 1507.76, 4.89817e+18, 2.01449e+17, 9.04702e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78042e+18, 0, 0, 0, 4.61493e+14, 5.22027e+12, 5.10083e+10, 2.42576e+08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.90078e+14, 1.017e+15, 2.7921e+15, 1.21019e+15, 9.00297e+14, 8.12612e+13, 4.61891e+14, 5.92021e+14, 1.74435e+14, 3.81257e+14, 2.32124e+15, 1.08682e+14, 3.26196e+13, 1.51529e+12, 6.81706e+13, 1.26642e+12, 1.6156e+11, 3.90058e+07, 6.66948e+09, 1.60779e+09, 5.21156e+11, 1.33617e+12, 4.87292e+10, 0, 0, 0, 7.98648e+11, 2.95799e+08, 2.70173e+09, 6.04635e+08, 542894, 6.23737e+06, 1.98072e+10, 0, 3.94612e+06, 0, 0, 0, 0, 4.46546e+06, 982.381, 1274.4, 0, 0, 6.09173e+08, 0, 0
3.1e-09, 1508.8, 4.89879e+18, 2.02231e+17, 9.04043e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77967e+18, 0, 0, 0, 5.2733e+14, 6.23801e+12, 6.20226e+10, 3.25145e+08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01618e+15, 1.14006e+15, 3.09637e+15, 1.34492e+15, 1.00205e+15, 9.3658e+13, 5.27926e+14, 6.53926e+14, 1.9495e+14, 4.21867e+14, 2.57256e+15, 1.22329e+14, 3.58963e+13, 1.64916e+12, 7.78661e+13, 1.37374e+12, 1.75042e+11, 5.05797e+07, 8.79082e+09, 2.11803e+09, 6.30689e+11, 1.68165e+12, 6.28675e+10, 0, 0, 0, 9.65447e+11, 3.45886e+08, 3.05555e+09, 8.37422e+08, 789982, 9.06837e+06, 2.27641e+10, 0, 5.45022e+06, 0, 0, 0, 0, 5.75651e+06, 1361.93, 1799.38, 0, 0, 8.00385e+08, 0, 0
3.2e-09, 1509.93, 4.89945e+18, 2.03071e+17, 9.03346e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7789e+18, 0, 0, 0, 5.9799e+14, 7.39351e+12, 7.49817e+10, 4.29964e+08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04291e+15, 1.26959e+15, 3.41021e+15, 1.48412e+15, 1.10707e+15, 1.07067e+14, 5.9883e+14, 7.17893e+14, 2.16586e+14, 4.63902e+14, 2.83198e+15, 1.36802e+14, 3.92431e+13, 1.78372e+12, 8.82678e+13, 1.48484e+12, 1.90131e+11, 6.47042e+07, 1.14296e+10, 2.7519e+09, 7.56582e+11, 2.08755e+12, 7.98904e+10, 0, 0, 0, 1.15569e+12, 4.00999e+08, 3.43274e+09, 1.13962e+09, 1.13334e+06, 1.29475e+07, 2.59785e+10, 0, 7.41128e+06, 0, 0, 0, 0, 7.3742e+06, 1865.41, 2504.45, 0, 0, 1.03584e+09, 0, 0
3.3e-09, 1511.12, 4.90014e+18, 2.03972e+17, 9.02608e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7781e+18, 0, 0, 0, 6.73738e+14, 8.69649e+12, 9.01336e+10, 5.6143e+08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0712e+15, 1.40586e+15, 3.73419e+15, 1.62805e+15, 1.21558e+15, 1.21546e+14, 6.74875e+14, 7.84007e+14, 2.39384e+14, 5.07422e+14, 3.09991e+15, 1.52146e+14, 4.26588e+13, 1.91889e+12, 9.94117e+13, 1.60234e+12, 2.07018e+11, 8.18153e+07, 1.46861e+10, 3.5334e+09, 9.00302e+11, 2.56134e+12, 1.00239e+11, 0, 0, 0, 1.37082e+12, 4.61076e+08, 3.8321e+09, 1.52633e+09, 1.60422e+06, 1.81743e+07, 2.94486e+10, 0, 9.93181e+06, 0, 0, 0, 0, 9.38285e+06, 2525.25, 3437.58, 0, 0, 1.32207e+09, 0, 0
3.4e-09, 1512.4, 4.90088e+18, 2.04933e+17, 9.01829e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77726e+18, 0, 0, 0, 7.54556e+14, 1.01569e+13, 1.07746e+11, 7.24518e+08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09713e+15, 1.54866e+15, 4.06725e+15, 1.77623e+15, 1.32716e+15, 1.37098e+14, 7.56047e+14, 8.52116e+14, 2.63328e+14, 5.52327e+14, 3.37556e+15, 1.68357e+14, 4.61277e+13, 2.05401e+12, 1.11299e+14, 1.72279e+12, 2.25911e+11, 1.02312e+08, 1.86607e+10, 4.4859e+09, 1.06338e+12, 3.10925e+12, 1.24297e+11, 0, 0, 0, 1.61233e+12, 5.2616e+08, 4.25227e+09, 2.01493e+09, 2.24212e+06, 2.51107e+07, 3.31708e+10, 0, 1.31294e+07, 0, 0, 0, 0, 1.18551e+07, 3380.29, 4655.61, 0, 0, 1.66603e+09, 0, 0
3.5e-09, 1513.76, 4.90165e+18, 2.05956e+17, 9.01011e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7764e+18, 0, 0, 0, 8.40394e+14, 1.17847e+13, 1.28102e+11, 9.24776e+08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1207e+15, 1.69778e+15, 4.40832e+15, 1.92817e+15, 1.44141e+15, 1.53715e+14, 8.42302e+14, 9.22061e+14, 2.88396e+14, 5.98514e+14, 3.65809e+15, 1.85425e+14, 4.96335e+13, 2.18838e+12, 1.23923e+14, 1.8448e+12, 2.47027e+11, 1.26608e+08, 2.34614e+10, 5.63442e+09, 1.24738e+12, 3.7374e+12, 1.52453e+11, 0, 0, 0, 1.88161e+12, 5.96277e+08, 4.69171e+09, 2.62503e+09, 3.09624e+06, 3.41895e+07, 3.71394e+10, 0, 1.71372e+07, 0, 0, 0, 0, 1.48718e+07, 4476.28, 6225.01, 0, 0, 2.07499e+09, 0, 0
3.6e-09, 1515.2, 4.90246e+18, 2.07039e+17, 9.00155e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77552e+18, 0, 0, 0, 9.31172e+14, 1.35897e+13, 1.51496e+11, 1.16833e+09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14191e+15, 1.85298e+15, 4.75629e+15, 2.08334e+15, 1.55786e+15, 1.71384e+14, 9.33563e+14, 9.93683e+14, 3.14566e+14, 6.45878e+14, 3.94664e+15, 2.03339e+14, 5.31594e+13, 2.32132e+12, 1.37275e+14, 1.96756e+12, 2.70591e+11, 1.55122e+08, 2.92035e+10, 7.0054e+09, 1.45388e+12, 4.45172e+12, 1.85085e+11, 0, 0, 0, 2.17992e+12, 6.71434e+08, 5.14869e+09, 3.37848e+09, 4.22721e+06, 4.59222e+07, 4.1346e+10, 0, 2.2104e+07, 0, 0, 0, 0, 1.85224e+07, 5866.58, 8222.54, 0, 0, 2.55642e+09, 0, 0
3.7e-09, 1516.71, 4.90331e+18, 2.08184e+17, 8.99261e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77461e+18, 0, 0, 0, 1.02678e+15, 1.55814e+13, 1.78231e+11, 1.46189e+09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16075e+15, 2.01397e+15, 5.10999e+15, 2.2412e+15, 1.67605e+15, 1.9008e+14, 1.02972e+15, 1.06682e+15, 3.4181e+14, 6.9431e+14, 4.24031e+15, 2.22086e+14, 5.66882e+13, 2.45214e+12, 1.51338e+14, 2.09038e+12, 2.96832e+11, 1.88277e+08, 3.6009e+10, 8.62644e+09, 1.68449e+12, 5.25789e+12, 2.22559e+11, 0, 0, 0, 2.50836e+12, 7.51619e+08, 5.62127e+09, 4.29943e+09, 5.70888e+06, 6.09077e+07, 4.578e+10, 0, 2.81947e+07, 0, 0, 0, 0, 2.29038e+07, 7612.54, 10735.8, 0, 0, 3.11787e+09, 0, 0
3.8e-09, 1518.31, 4.90419e+18, 2.0939e+17, 8.98328e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77368e+18, 0, 0, 0, 1.12732e+15, 1.77695e+13, 2.08619e+11, 1.81277e+09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18013e+15, 2.18083e+15, 5.46949e+15, 2.40177e+15, 1.79601e+15, 2.09825e+14, 1.13089e+15, 1.14148e+15, 3.70145e+14, 7.43823e+14, 4.53913e+15, 2.41691e+14, 6.02126e+13, 2.58062e+12, 1.66126e+14, 2.21649e+12, 3.25989e+11, 2.26607e+08, 4.40259e+10, 1.05318e+10, 1.94083e+12, 6.16353e+12, 2.65357e+11, 0, 0, 0, 2.86784e+12, 8.36652e+08, 6.10742e+09, 5.41454e+09, 7.63048e+06, 7.984e+07, 5.0429e+10, 0, 3.55902e+07, 0, 0, 0, 0, 2.81216e+07, 9784.17, 13863.6, 0, 0, 3.76706e+09, 0, 0
3.9e-09, 1519.99, 4.90513e+18, 2.10663e+17, 8.97351e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77272e+18, 0, 0, 0, 1.23383e+15, 2.01644e+13, 2.43008e+11, 2.22913e+09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2108e+15, 2.35502e+15, 5.83952e+15, 2.56731e+15, 1.9197e+15, 2.30835e+14, 1.23814e+15, 1.21836e+15, 3.99748e+14, 7.94882e+14, 4.84678e+15, 2.62336e+14, 6.37635e+13, 2.7081e+12, 1.81774e+14, 2.36186e+12, 3.58322e+11, 2.7118e+08, 5.35054e+10, 1.27838e+10, 2.22483e+12, 7.18617e+12, 3.14571e+11, 0, 0, 0, 3.25894e+12, 9.257e+08, 6.60528e+09, 6.75456e+09, 1.01002e+07, 1.03518e+08, 5.52802e+10, 0, 4.44921e+07, 0, 0, 0, 0, 3.42905e+07, 12461.6, 17716.4, 0, 0, 4.51232e+09, 0, 0
4e-09, 1521.77, 4.90612e+18, 2.12005e+17, 8.96327e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77172e+18, 0, 0, 0, 1.34659e+15, 2.27783e+13, 2.81784e+11, 2.72015e+09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24336e+15, 2.53684e+15, 6.22073e+15, 2.7381e+15, 2.04734e+15, 2.53164e+14, 1.35174e+15, 1.29757e+15, 4.30665e+14, 8.47559e+14, 5.16379e+15, 2.84078e+14, 6.73367e+13, 2.83448e+12, 1.98328e+14, 2.51938e+12, 3.94122e+11, 3.22784e+08, 6.46629e+10, 1.54331e+10, 2.53861e+12, 8.33826e+12, 3.70983e+11, 0, 0, 0, 3.68293e+12, 1.01851e+09, 7.11315e+09, 8.35512e+09, 1.32494e+07, 1.32864e+08, 6.03212e+10, 0, 5.51246e+07, 0, 0, 0, 0, 4.15363e+07, 15736.6, 22416.5, 0, 0, 5.36284e+09, 0, 0
4.1e-09, 1523.64, 4.90716e+18, 2.13419e+17, 8.95256e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77068e+18, 0, 0, 0, 1.46585e+15, 2.56236e+13, 3.25357e+11, 3.2959e+09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27781e+15, 2.72659e+15, 6.61374e+15, 2.91444e+15, 2.17917e+15, 2.76864e+14, 1.47199e+15, 1.37922e+15, 4.62941e+14, 9.01929e+14, 5.49065e+15, 3.06974e+14, 7.09276e+13, 2.9596e+12, 2.1583e+14, 2.6872e+12, 4.33697e+11, 3.82277e+08, 7.77397e+10, 1.85361e+10, 2.88444e+12, 9.63347e+12, 4.35453e+11, 0, 0, 0, 4.14107e+12, 1.11482e+09, 7.62927e+09, 1.02563e+10, 1.72356e+07, 1.68943e+08, 6.55377e+10, 0, 6.77344e+07, 0, 0, 0, 0, 4.99946e+07, 19712.5, 28098.9, 0, 0, 6.32828e+09, 0, 0
4.2e-09, 1525.6, 4.90825e+18, 2.14906e+17, 8.94135e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7696e+18, 0, 0, 0, 1.59189e+15, 2.87133e+13, 3.74161e+11, 3.96741e+09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31416e+15, 2.92457e+15, 7.01916e+15, 3.09661e+15, 2.31539e+15, 3.01984e+14, 1.59917e+15, 1.46339e+15, 4.96624e+14, 9.58063e+14, 5.82786e+15, 3.31085e+14, 7.45307e+13, 3.08328e+12, 2.34318e+14, 2.865e+12, 4.77374e+11, 4.50601e+08, 9.30051e+10, 2.21558e+10, 3.26471e+12, 1.10867e+13, 5.08923e+11, 0, 0, 0, 4.63461e+12, 1.21432e+09, 8.15184e+09, 1.25033e+10, 2.22465e+07, 2.12972e+08, 7.09141e+10, 0, 8.25917e+07, 0, 0, 0, 0, 5.98104e+07, 24505.8, 34911.4, 0, 0, 7.4187e+09, 0, 0
4.3e-09, 1527.67, 4.90939e+18, 2.1647e+17, 8.92963e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.76848e+18, 0, 0, 0, 1.72497e+15, 3.20612e+13, 4.28651e+11, 4.74674e+09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3524e+15, 3.13108e+15, 7.43759e+15, 3.28487e+15, 2.45622e+15, 3.28573e+14, 1.73356e+15, 1.5502e+15, 5.31761e+14, 1.01603e+15, 6.17593e+15, 3.56472e+14, 7.81397e+13, 3.20531e+12, 2.53832e+14, 3.05292e+12, 5.25495e+11, 5.28779e+08, 1.10759e+11, 2.6362e+10, 3.68198e+12, 1.27144e+13, 5.92418e+11, 0, 0, 0, 5.16474e+12, 1.3167e+09, 8.67901e+09, 1.51463e+10, 2.85048e+07, 2.66344e+08, 7.64329e+10, 0, 9.99912e+07, 0, 0, 0, 0, 7.11384e+07, 30245.7, 43013.6, 0, 0, 8.64459e+09, 0, 0
4.4e-09, 1529.85, 4.91059e+18, 2.18112e+17, 8.91738e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.76732e+18, 0, 0, 0, 1.86534e+15, 3.56813e+13, 4.89304e+11, 5.64697e+09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39254e+15, 3.34643e+15, 7.86961e+15, 3.47949e+15, 2.60185e+15, 3.56675e+14, 1.87543e+15, 1.63974e+15, 5.68399e+14, 1.07591e+15, 6.53531e+15, 3.832e+14, 8.17479e+13, 3.32547e+12, 2.74409e+14, 3.25121e+12, 5.78418e+11, 6.17922e+08, 1.31334e+11, 3.12319e+10, 4.13894e+12, 1.45341e+13, 6.87053e+11, 0, 0, 0, 5.73264e+12, 1.4216e+09, 9.20886e+09, 1.82415e+10, 3.62736e+07, 3.30646e+08, 8.20751e+10, 0, 1.20252e+08, 0, 0, 0, 0, 8.4142e+07, 37075.6, 52577.8, 0, 0, 1.00168e+10, 0, 0
4.5e-09, 1532.14, 4.91185e+18, 2.19837e+17, 8.90456e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.76611e+18, 0, 0, 0, 2.01379e+15, 3.95886e+13, 5.56632e+11, 6.68245e+09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43986e+15, 3.57164e+15, 8.31825e+15, 3.68191e+15, 2.7535e+15, 3.86449e+14, 2.02563e+15, 1.73245e+15, 6.06669e+14, 1.138e+15, 6.9084e+15, 4.11424e+14, 8.53666e+13, 3.44429e+12, 2.96157e+14, 3.46922e+12, 6.36526e+11, 7.19738e+08, 1.55192e+11, 3.68779e+10, 4.63854e+12, 1.65731e+13, 7.94577e+11, 0, 0, 0, 6.33907e+12, 1.52812e+09, 9.73951e+09, 2.18524e+10, 4.58628e+07, 4.07673e+08, 8.78202e+10, 0, 1.43724e+08, 0, 0, 0, 0, 9.89943e+07, 45153.6, 63787.1, 0, 0, 1.15467e+10, 0, 0
4.6e-09, 1534.55, 4.91318e+18, 2.21652e+17, 8.8911e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.76484e+18, 0, 0, 0, 2.17122e+15, 4.37999e+13, 6.31197e+11, 7.86908e+09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49499e+15, 3.80788e+15, 8.78682e+15, 3.8937e+15, 2.91251e+15, 4.18074e+14, 2.18508e+15, 1.82881e+15, 6.46718e+14, 1.20263e+15, 7.29778e+15, 4.41318e+14, 8.90081e+13, 3.56232e+12, 3.19197e+14, 3.71187e+12, 7.00242e+11, 8.36234e+08, 1.82881e+11, 4.3433e+10, 5.18413e+12, 1.88634e+13, 9.17081e+11, 0, 0, 0, 6.98502e+12, 1.63528e+09, 1.02692e+10, 2.60521e+10, 5.76392e+07, 4.99462e+08, 9.36478e+10, 0, 1.70788e+08, 0, 0, 0, 0, 1.1588e+08, 54655.1, 76835.5, 0, 0, 1.3247e+10, 0, 0
4.7e-09, 1537.08, 4.91458e+18, 2.2356e+17, 8.87698e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7635e+18, 0, 0, 0, 2.33815e+15, 4.83332e+13, 7.13611e+11, 9.22434e+09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55457e+15, 4.05585e+15, 9.27699e+15, 4.11561e+15, 3.07948e+15, 4.51648e+14, 2.35437e+15, 1.92906e+15, 6.88644e+14, 1.26998e+15, 7.7048e+15, 4.73006e+14, 9.26707e+13, 3.67951e+12, 3.43615e+14, 3.97565e+12, 7.70022e+11, 9.69294e+08, 2.14956e+11, 5.10288e+10, 5.77938e+12, 2.14362e+13, 1.05656e+12, 0, 0, 0, 7.67196e+12, 1.74248e+09, 1.07962e+10, 3.0924e+10, 7.20354e+07, 6.08327e+08, 9.95359e+10, 0, 2.01863e+08, 0, 0, 0, 0, 1.34995e+08, 65773.3, 91926.6, 0, 0, 1.51312e+10, 0, 0
4.8e-09, 1539.76, 4.91606e+18, 2.25565e+17, 8.86216e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7621e+18, 0, 0, 0, 2.51514e+15, 5.3208e+13, 8.04522e+11, 1.07673e+10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61859e+15, 4.31623e+15, 9.79039e+15, 4.34841e+15, 3.25499e+15, 4.87267e+14, 2.53409e+15, 2.03347e+15, 7.32547e+14, 1.34022e+15, 8.13078e+15, 5.0662e+14, 9.63514e+13, 3.7958e+12, 3.6949e+14, 4.26012e+12, 8.46355e+11, 1.121e+09, 2.52046e+11, 5.98137e+10, 6.42822e+12, 2.43265e+13, 1.21523e+12, 0, 0, 0, 8.40142e+12, 1.84912e+09, 1.13188e+10, 3.65621e+10, 8.95584e+07, 7.36892e+08, 1.05461e+11, 0, 2.37404e+08, 0, 0, 0, 0, 1.56543e+08, 78719.4, 109273, 0, 0, 1.72137e+10, 0, 0
