Time(s), T_gas(K), N_gas(#/cm^3), O, O2, H, OH, H2, HO2, H2O2, CH, CO, CH2, HCO, CH2(S), CH3, CH2O, CH4, CO2, CH2OH, CH3O, CH3OH, C2H, C2H2, HCCO, C2H3, CH2CO, C2H4, C2H5, C2H6, H2O, N2, AR, C, HCCOH, N, NO, N2O, NO2, NH, HNO, NH2, NNH, CN, NCO, HCN, HOCN, HNCO, H2CN, HCNN, HCNO, NH3, CH2CHO, CH3CHO, C3H8, C3H7, Electron, N2(A3), N2(B3), N2(a1), N2(C3), N2+, N(2D), O2(a1), O2(b1), O2(A3), O(1D), O(1S), O-, O2-, O2+, O+, O3, NO-, NO(A), NO(D), NO+, N(2P), N+, CH4+, CH3+, CH2+, N4+, O4+, O4-, N3+, N2O+, NO2+, O3-, O2(B3), NO3, H+, H2O+, OH+, H2+, NO2-, N2O-, NO3-, OH-, H-, O4, AR*, AR+
8.1e-09, 1727.19, 5.01234e+18, 3.63197e+17, 7.89505e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.68155e+18, 0, 0, 0, 1.39394e+16, 5.58997e+14, 1.11963e+13, 3.38915e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7257e+15, 2.07069e+16, 3.79404e+16, 1.68757e+16, 1.21332e+16, 2.53577e+15, 1.47789e+16, 7.80096e+15, 3.54151e+15, 5.3796e+15, 3.17898e+16, 3.2906e+15, 1.33598e+14, 4.10488e+12, 2.07688e+15, 1.80365e+13, 9.08515e+12, 2.99306e+10, 1.20654e+13, 2.59246e+12, 9.79044e+13, 6.32857e+14, 3.29222e+13, 0, 0, 0, 4.98432e+13, 3.76882e+09, 1.36329e+10, 1.99014e+12, 1.39943e+10, 6.74888e+10, 1.42029e+11, 0, 7.60895e+09, 0, 0, 0, 0, 2.70971e+09, 2.38061e+06, 2.27395e+06, 0, 0, 2.46369e+11, 0, 0
8.2e-09, 1735.32, 5.0162e+18, 3.6919e+17, 7.85548e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6791e+18, 0, 0, 0, 1.43213e+16, 5.88046e+14, 1.16502e+13, 3.60001e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.74163e+15, 2.1328e+16, 3.8748e+16, 1.72058e+16, 1.23175e+16, 2.58939e+15, 1.52183e+16, 8.00212e+15, 3.6584e+15, 5.52595e+15, 3.24933e+16, 3.42429e+15, 1.31079e+14, 3.99404e+12, 2.13703e+15, 1.82178e+13, 9.44343e+12, 3.15306e+10, 1.29821e+13, 2.77034e+12, 1.03901e+14, 6.73286e+14, 3.45626e+13, 0, 0, 0, 5.02087e+13, 3.77236e+09, 1.31656e+10, 2.14453e+12, 1.53401e+10, 7.40693e+10, 1.37033e+11, 0, 8.05419e+09, 0, 0, 0, 0, 2.79662e+09, 2.45417e+06, 2.33011e+06, 0, 0, 2.55902e+11, 0, 0
8.3e-09, 1743.5, 5.02006e+18, 3.75231e+17, 7.8158e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.67674e+18, 0, 0, 0, 1.46927e+16, 6.17949e+14, 1.21005e+13, 3.81612e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.75628e+15, 2.19451e+16, 3.95239e+16, 1.75183e+16, 1.24841e+16, 2.63968e+15, 1.56489e+16, 8.20176e+15, 3.77603e+15, 5.67152e+15, 3.3173e+16, 3.55947e+15, 1.28494e+14, 3.88315e+12, 2.19596e+15, 1.82464e+13, 9.79836e+12, 3.31397e+10, 1.39343e+13, 2.95189e+12, 1.10114e+14, 7.14908e+14, 3.61668e+13, 0, 0, 0, 5.03925e+13, 3.77148e+09, 1.26906e+10, 2.30538e+12, 1.67638e+10, 8.11018e+10, 1.31975e+11, 0, 8.50633e+09, 0, 0, 0, 0, 2.87948e+09, 2.52153e+06, 2.38001e+06, 0, 0, 2.6531e+11, 0, 0
8.4e-09, 1751.72, 5.02392e+18, 3.81312e+17, 7.77607e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.67446e+18, 0, 0, 0, 1.50531e+16, 6.4869e+14, 1.25464e+13, 4.03716e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77003e+15, 2.25577e+16, 4.02675e+16, 1.7813e+16, 1.26332e+16, 2.68661e+15, 1.60703e+16, 8.39979e+15, 3.8943e+15, 5.81623e+15, 3.38282e+16, 3.696e+15, 1.25872e+14, 3.77307e+12, 2.25352e+15, 1.8204e+13, 1.01492e+13, 3.47576e+10, 1.49214e+13, 3.13675e+12, 1.16537e+14, 7.57683e+14, 3.77283e+13, 0, 0, 0, 5.03862e+13, 3.76599e+09, 1.22114e+10, 2.47244e+12, 1.82645e+10, 8.85987e+10, 1.26893e+11, 0, 8.96441e+09, 0, 0, 0, 0, 2.95821e+09, 2.58254e+06, 2.42351e+06, 0, 0, 2.74578e+11, 0, 0
8.5e-09, 1759.97, 5.02778e+18, 3.87429e+17, 7.73631e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.67227e+18, 0, 0, 0, 1.54021e+16, 6.80253e+14, 1.29871e+13, 4.26285e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78162e+15, 2.31651e+16, 4.09777e+16, 1.80897e+16, 1.27645e+16, 2.73016e+15, 1.64819e+16, 8.59607e+15, 4.01311e+15, 5.95994e+15, 3.44579e+16, 3.83374e+15, 1.23232e+14, 3.66445e+12, 2.30958e+15, 1.81126e+13, 1.04951e+13, 3.63818e+10, 1.59423e+13, 3.32441e+12, 1.23166e+14, 8.01551e+14, 3.92396e+13, 0, 0, 0, 5.01864e+13, 3.75615e+09, 1.17312e+10, 2.64541e+12, 1.98411e+10, 9.65715e+10, 1.21824e+11, 0, 9.42751e+09, 0, 0, 0, 0, 3.03282e+09, 2.63715e+06, 2.46055e+06, 0, 0, 2.8369e+11, 0, 0
8.6e-09, 1768.25, 5.03162e+18, 3.93573e+17, 7.69658e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.67016e+18, 0, 0, 0, 1.57393e+16, 7.12623e+14, 1.3422e+13, 4.49291e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.79106e+15, 2.37664e+16, 4.16537e+16, 1.83479e+16, 1.28781e+16, 2.77029e+15, 1.68832e+16, 8.79043e+15, 4.13236e+15, 6.10253e+15, 3.50613e+16, 3.97252e+15, 1.20592e+14, 3.55778e+12, 2.36406e+15, 1.7979e+13, 1.08356e+13, 3.80094e+10, 1.69955e+13, 3.51433e+12, 1.29992e+14, 8.4645e+14, 4.06938e+13, 0, 0, 0, 4.97933e+13, 3.74223e+09, 1.12529e+10, 2.82398e+12, 2.14922e+10, 1.0503e+11, 1.16801e+11, 0, 9.89476e+09, 0, 0, 0, 0, 3.10336e+09, 2.6854e+06, 2.49116e+06, 0, 0, 2.92635e+11, 0, 0
8.7e-09, 1776.54, 5.03545e+18, 3.99739e+17, 7.65691e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.66816e+18, 0, 0, 0, 1.60643e+16, 7.45781e+14, 1.38506e+13, 4.72707e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.79833e+15, 2.4361e+16, 4.22946e+16, 1.85875e+16, 1.29739e+16, 2.80701e+15, 1.72737e+16, 8.98273e+15, 4.25194e+15, 6.24388e+15, 3.56373e+16, 4.11216e+15, 1.17967e+14, 3.4535e+12, 2.41688e+15, 1.78058e+13, 1.11702e+13, 3.96376e+10, 1.80793e+13, 3.70593e+12, 1.37009e+14, 8.92313e+14, 4.20839e+13, 0, 0, 0, 4.92105e+13, 3.72449e+09, 1.07793e+10, 3.00783e+12, 2.32159e+10, 1.13983e+11, 1.11853e+11, 0, 1.03653e+10, 0, 0, 0, 0, 3.16994e+09, 2.72744e+06, 2.51543e+06, 0, 0, 3.01402e+11, 0, 0
8.8e-09, 1784.84, 5.03926e+18, 4.0592e+17, 7.61735e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.66624e+18, 0, 0, 0, 1.63767e+16, 7.79712e+14, 1.42724e+13, 4.96506e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80344e+15, 2.49483e+16, 4.28994e+16, 1.8808e+16, 1.3052e+16, 2.84032e+15, 1.76529e+16, 9.17284e+15, 4.37175e+15, 6.38386e+15, 3.61852e+16, 4.2525e+15, 1.15368e+14, 3.35194e+12, 2.46796e+15, 1.75941e+13, 1.14983e+13, 4.1263e+10, 1.91921e+13, 3.89857e+12, 1.4421e+14, 9.39069e+14, 4.34035e+13, 0, 0, 0, 4.84451e+13, 3.70324e+09, 1.03127e+10, 3.1966e+12, 2.50102e+10, 1.23438e+11, 1.07004e+11, 0, 1.08383e+10, 0, 0, 0, 0, 3.23272e+09, 2.76345e+06, 2.53355e+06, 0, 0, 3.09984e+11, 0, 0
8.9e-09, 1793.13, 5.04304e+18, 4.12109e+17, 7.57794e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.66442e+18, 0, 0, 0, 1.66764e+16, 8.14395e+14, 1.4687e+13, 5.20665e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80639e+15, 2.55275e+16, 4.34674e+16, 1.90093e+16, 1.31125e+16, 2.87023e+15, 1.80206e+16, 9.36061e+15, 4.49168e+15, 6.52235e+15, 3.67043e+16, 4.39337e+15, 1.12805e+14, 3.25336e+12, 2.51723e+15, 1.73449e+13, 1.18196e+13, 4.28823e+10, 2.03317e+13, 4.09161e+12, 1.51586e+14, 9.86647e+14, 4.46468e+13, 0, 0, 0, 4.75074e+13, 3.67876e+09, 9.85525e+09, 3.38991e+12, 2.68728e+10, 1.334e+11, 1.02276e+11, 0, 1.1313e+10, 0, 0, 0, 0, 3.29189e+09, 2.79371e+06, 2.54572e+06, 0, 0, 3.18376e+11, 0, 0
9e-09, 1801.46, 5.04684e+18, 4.18325e+17, 7.53843e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6626e+18, 0, 0, 0, 1.69767e+16, 8.49779e+14, 1.50945e+13, 5.45168e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.8076e+15, 2.61083e+16, 4.40319e+16, 1.92104e+16, 1.31752e+16, 2.90059e+15, 1.83903e+16, 9.54714e+15, 4.61192e+15, 6.66041e+15, 3.72152e+16, 4.53708e+15, 1.10348e+14, 3.15777e+12, 2.5664e+15, 1.75336e+13, 1.2134e+13, 4.45555e+10, 2.1525e+13, 4.29458e+12, 1.59145e+14, 1.03521e+15, 4.59333e+13, 0, 0, 0, 4.64306e+13, 3.65547e+09, 9.4084e+09, 3.58766e+12, 2.88033e+10, 1.43878e+11, 9.76842e+10, 0, 1.17886e+10, 0, 0, 0, 0, 3.34761e+09, 2.81846e+06, 2.5521e+06, 0, 0, 3.26575e+11, 0, 0
9.1e-09, 1809.78, 5.0506e+18, 4.24542e+17, 7.49912e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.66088e+18, 0, 0, 0, 1.72635e+16, 8.85903e+14, 1.54949e+13, 5.69999e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80853e+15, 2.66801e+16, 4.45581e+16, 1.93916e+16, 1.32197e+16, 2.92741e+15, 1.87476e+16, 9.73118e+15, 4.73215e+15, 6.79683e+15, 3.76963e+16, 4.68105e+15, 1.07928e+14, 3.06531e+12, 2.61394e+15, 1.73695e+13, 1.24413e+13, 4.621e+10, 2.2742e+13, 4.49657e+12, 1.66874e+14, 1.08452e+15, 4.71307e+13, 0, 0, 0, 4.52179e+13, 3.62841e+09, 8.97342e+09, 3.78964e+12, 3.07995e+10, 1.54872e+11, 9.32386e+10, 0, 1.22644e+10, 0, 0, 0, 0, 3.40003e+09, 2.83799e+06, 2.55289e+06, 0, 0, 3.34582e+11, 0, 0
9.2e-09, 1818.07, 5.05434e+18, 4.30754e+17, 7.46004e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.65927e+18, 0, 0, 0, 1.75368e+16, 9.22745e+14, 1.5888e+13, 5.95136e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80783e+15, 2.72422e+16, 4.50457e+16, 1.95528e+16, 1.32461e+16, 2.95075e+15, 1.90923e+16, 9.91263e+15, 4.85229e+15, 6.93153e+15, 3.8147e+16, 4.82511e+15, 1.05551e+14, 2.97614e+12, 2.65959e+15, 1.70683e+13, 1.27412e+13, 4.78436e+10, 2.39803e+13, 4.69692e+12, 1.74763e+14, 1.1345e+15, 4.82347e+13, 0, 0, 0, 4.38827e+13, 3.59804e+09, 8.55166e+09, 3.99543e+12, 3.28585e+10, 1.66385e+11, 8.89516e+10, 0, 1.27397e+10, 0, 0, 0, 0, 3.44942e+09, 2.85266e+06, 2.54845e+06, 0, 0, 3.42394e+11, 0, 0
9.3e-09, 1826.33, 5.05804e+18, 4.36957e+17, 7.42123e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.65776e+18, 0, 0, 0, 1.77965e+16, 9.60287e+14, 1.62736e+13, 6.20559e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80549e+15, 2.77942e+16, 4.54942e+16, 1.96941e+16, 1.32547e+16, 2.97067e+15, 1.94241e+16, 1.00914e+16, 4.97223e+15, 7.06439e+15, 3.85668e+16, 4.96909e+15, 1.03224e+14, 2.89037e+12, 2.70323e+15, 1.67013e+13, 1.30337e+13, 4.94542e+10, 2.52373e+13, 4.89494e+12, 1.82802e+14, 1.18507e+15, 4.92412e+13, 0, 0, 0, 4.24408e+13, 3.56474e+09, 8.1442e+09, 4.20461e+12, 3.4977e+10, 1.78417e+11, 8.48323e+10, 0, 1.3214e+10, 0, 0, 0, 0, 3.49604e+09, 2.86285e+06, 2.53922e+06, 0, 0, 3.50012e+11, 0, 0
9.4e-09, 1834.56, 5.06171e+18, 4.43143e+17, 7.38272e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.65635e+18, 0, 0, 0, 1.80426e+16, 9.98506e+14, 1.66515e+13, 6.46248e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80152e+15, 2.83355e+16, 4.59033e+16, 1.98155e+16, 1.3246e+16, 2.98722e+15, 1.9743e+16, 1.02674e+16, 5.09191e+15, 7.19533e+15, 3.89554e+16, 5.11283e+15, 1.0095e+14, 2.80802e+12, 2.74483e+15, 1.62932e+13, 1.33184e+13, 5.10389e+10, 2.65104e+13, 5.08995e+12, 1.90978e+14, 1.23616e+15, 5.0147e+13, 0, 0, 0, 4.09098e+13, 3.52883e+09, 7.75191e+09, 4.41674e+12, 3.71517e+10, 1.9097e+11, 8.0887e+10, 0, 1.36865e+10, 0, 0, 0, 0, 3.54016e+09, 2.86897e+06, 2.52563e+06, 0, 0, 3.57436e+11, 0, 0
9.5e-09, 1842.73, 5.06533e+18, 4.49307e+17, 7.34455e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.65504e+18, 0, 0, 0, 1.82751e+16, 1.03738e+15, 1.70218e+13, 6.72184e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.79591e+15, 2.88656e+16, 4.62728e+16, 1.9917e+16, 1.32201e+16, 3.0005e+15, 2.00488e+16, 1.04405e+16, 5.21123e+15, 7.32425e+15, 3.93124e+16, 5.25615e+15, 9.87321e+13, 2.72911e+12, 2.78434e+15, 1.58534e+13, 1.35953e+13, 5.25948e+10, 2.77967e+13, 5.28124e+12, 1.99282e+14, 1.28768e+15, 5.09495e+13, 0, 0, 0, 3.93082e+13, 3.49063e+09, 7.3754e+09, 4.63137e+12, 3.9379e+10, 2.04041e+11, 7.71197e+10, 0, 1.41568e+10, 0, 0, 0, 0, 3.58207e+09, 2.8714e+06, 2.50812e+06, 0, 0, 3.64668e+11, 0, 0
9.6e-09, 1850.85, 5.06891e+18, 4.55445e+17, 7.30675e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.65384e+18, 0, 0, 0, 1.84942e+16, 1.07689e+15, 1.73845e+13, 6.98351e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78867e+15, 2.93842e+16, 4.66024e+16, 1.99988e+16, 1.31774e+16, 3.01058e+15, 2.03416e+16, 1.06106e+16, 5.3301e+15, 7.45107e+15, 3.96374e+16, 5.3989e+15, 9.65707e+13, 2.6536e+12, 2.82176e+15, 1.53865e+13, 1.38644e+13, 5.41184e+10, 2.90933e+13, 5.4681e+12, 2.07703e+14, 1.33956e+15, 5.16466e+13, 0, 0, 0, 3.76551e+13, 3.45043e+09, 7.01508e+09, 4.84807e+12, 4.16556e+10, 2.17628e+11, 7.35318e+10, 0, 1.46243e+10, 0, 0, 0, 0, 3.62204e+09, 2.87054e+06, 2.48715e+06, 0, 0, 3.71709e+11, 0, 0
9.7e-09, 1858.91, 5.07244e+18, 4.61551e+17, 7.26935e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.65274e+18, 0, 0, 0, 1.87e+16, 1.11702e+15, 1.77394e+13, 7.24732e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7798e+15, 2.98906e+16, 4.68921e+16, 2.0061e+16, 1.31185e+16, 3.01755e+15, 2.06213e+16, 1.07778e+16, 5.44844e+15, 7.5757e+15, 3.99303e+16, 5.54089e+15, 9.44656e+13, 2.58141e+12, 2.85707e+15, 1.48956e+13, 1.41255e+13, 5.5606e+10, 3.03968e+13, 5.64982e+12, 2.16228e+14, 1.39172e+15, 5.22368e+13, 0, 0, 0, 3.5969e+13, 3.40851e+09, 6.67116e+09, 5.0664e+12, 4.39776e+10, 2.31727e+11, 7.0123e+10, 0, 1.50886e+10, 0, 0, 0, 0, 3.66031e+09, 2.86675e+06, 2.46315e+06, 0, 0, 3.78562e+11, 0, 0
9.8e-09, 1866.9, 5.07592e+18, 4.67621e+17, 7.23237e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.65174e+18, 0, 0, 0, 1.88928e+16, 1.15774e+15, 1.80867e+13, 7.51311e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77186e+15, 3.03849e+16, 4.71426e+16, 2.01042e+16, 1.3044e+16, 3.02152e+15, 2.08882e+16, 1.09419e+16, 5.5662e+15, 7.69813e+15, 4.01916e+16, 5.68206e+15, 9.24228e+13, 2.51266e+12, 2.89028e+15, 1.43893e+13, 1.43787e+13, 5.706e+10, 3.17053e+13, 5.826e+12, 2.24847e+14, 1.44411e+15, 5.27211e+13, 0, 0, 0, 3.42663e+13, 3.36454e+09, 6.34371e+09, 5.28594e+12, 4.63411e+10, 2.46331e+11, 6.68913e+10, 0, 1.55491e+10, 0, 0, 0, 0, 3.69715e+09, 2.8604e+06, 2.43656e+06, 0, 0, 3.85232e+11, 0, 0
9.9e-09, 1874.86, 5.07938e+18, 4.73667e+17, 7.1956e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.65077e+18, 0, 0, 0, 1.90815e+16, 1.19899e+15, 1.84267e+13, 7.78084e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.76331e+15, 3.08749e+16, 4.7382e+16, 2.01436e+16, 1.29697e+16, 3.02486e+15, 2.11515e+16, 1.1104e+16, 5.68353e+15, 7.8194e+15, 4.04393e+16, 5.82441e+15, 9.05065e+13, 2.44718e+12, 2.92259e+15, 1.42213e+13, 1.4624e+13, 5.85667e+10, 3.30488e+13, 6.00688e+12, 2.33565e+14, 1.49693e+15, 5.31987e+13, 0, 0, 0, 3.25771e+13, 3.32231e+09, 6.03254e+09, 5.50646e+12, 4.87449e+10, 2.6144e+11, 6.38331e+10, 0, 1.60054e+10, 0, 0, 0, 0, 3.73285e+09, 2.85187e+06, 2.40773e+06, 0, 0, 3.91724e+11, 0, 0
1e-08, 1882.75, 5.0828e+18, 4.79672e+17, 7.15929e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6499e+18, 0, 0, 0, 1.92573e+16, 1.24081e+15, 1.87595e+13, 8.05045e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.75384e+15, 3.1352e+16, 4.75817e+16, 2.01639e+16, 1.28797e+16, 3.02524e+15, 2.14019e+16, 1.1263e+16, 5.80017e+15, 7.93836e+15, 4.0655e+16, 5.96566e+15, 8.86351e+13, 2.38478e+12, 2.95302e+15, 1.37952e+13, 1.48618e+13, 6.00209e+10, 3.43914e+13, 6.1806e+12, 2.42362e+14, 1.54987e+15, 5.35656e+13, 0, 0, 0, 3.09071e+13, 3.27773e+09, 5.73732e+09, 5.72767e+12, 5.11847e+10, 2.7704e+11, 6.09435e+10, 0, 1.64572e+10, 0, 0, 0, 0, 3.76763e+09, 2.84149e+06, 2.37698e+06, 0, 0, 3.98042e+11, 0, 0
1.01e-08, 1890.56, 5.08615e+18, 4.8563e+17, 7.12346e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.64913e+18, 0, 0, 0, 1.94206e+16, 1.28318e+15, 1.90853e+13, 8.32178e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.74345e+15, 3.1816e+16, 4.7742e+16, 2.01653e+16, 1.27749e+16, 3.0228e+15, 2.16396e+16, 1.14189e+16, 5.91605e+15, 8.05494e+15, 4.0839e+16, 6.10566e+15, 8.68079e+13, 2.32538e+12, 2.98142e+15, 1.3275e+13, 1.50919e+13, 6.14207e+10, 3.57299e+13, 6.34657e+12, 2.51225e+14, 1.60288e+15, 5.38229e+13, 0, 0, 0, 2.9266e+13, 3.23124e+09, 5.4578e+09, 5.94914e+12, 5.36568e+10, 2.93123e+11, 5.82169e+10, 0, 1.69039e+10, 0, 0, 0, 0, 3.80166e+09, 2.82952e+06, 2.34472e+06, 0, 0, 4.04192e+11, 0, 0
1.02e-08, 1898.28, 5.08946e+18, 4.91537e+17, 7.08812e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.64846e+18, 0, 0, 0, 1.95716e+16, 1.32608e+15, 1.94041e+13, 8.59469e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.73214e+15, 3.22664e+16, 4.7863e+16, 2.01482e+16, 1.26556e+16, 3.01767e+15, 2.18648e+16, 1.15715e+16, 6.03111e+15, 8.16909e+15, 4.09912e+16, 6.24428e+15, 8.50236e+13, 2.26887e+12, 3.00777e+15, 1.27171e+13, 1.53143e+13, 6.27631e+10, 3.7061e+13, 6.50422e+12, 2.60144e+14, 1.65587e+15, 5.39722e+13, 0, 0, 0, 2.76627e+13, 3.1832e+09, 5.19361e+09, 6.17047e+12, 5.61572e+10, 3.09678e+11, 5.5647e+10, 0, 1.73454e+10, 0, 0, 0, 0, 3.83507e+09, 2.81621e+06, 2.31132e+06, 0, 0, 4.10179e+11, 0, 0
1.03e-08, 1905.91, 5.0927e+18, 4.97389e+17, 7.05332e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.64789e+18, 0, 0, 0, 1.97107e+16, 1.36949e+15, 1.9716e+13, 8.86902e+11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7199e+15, 3.27031e+16, 4.79452e+16, 2.01129e+16, 1.25225e+16, 3.00996e+15, 2.20777e+16, 1.1721e+16, 6.14528e+15, 8.28073e+15, 4.11117e+16, 6.38139e+15, 8.32799e+13, 2.21513e+12, 3.03209e+15, 1.21425e+13, 1.55293e+13, 6.40451e+10, 3.83814e+13, 6.65299e+12, 2.69107e+14, 1.70877e+15, 5.40157e+13, 0, 0, 0, 2.61051e+13, 3.13391e+09, 4.94433e+09, 6.39126e+12, 5.86821e+10, 3.26697e+11, 5.32273e+10, 0, 1.77812e+10, 0, 0, 0, 0, 3.86798e+09, 2.80176e+06, 2.27714e+06, 0, 0, 4.16006e+11, 0, 0
