Time(s), T_gas(K), N_gas(#/cm^3), e, N, N2, N2(A), N2(B), N2(a'), N2(C), N^+, N2^+, N3^+, N4^+
7.02576e-06, 300, 2.44631e+19, 972588, 8.12487e-06, 2.44631e+19, 24290.3, 3.35998, 29.0614, 0.0344321, 1.18858e-20, 5.01012, 1.29205e-10, 999992
1.52225e-05, 300, 2.44631e+19, 1.67992e+06, 4.61039e-05, 2.44631e+19, 7.53631e+07, 9077.47, 162804, 1001.6, 1.24779e-19, 26.4622, 2.47238e-06, 1.00014e+06
2.45902e-05, 300, 2.44631e+19, 2.70986e+06, 0.00438298, 2.44631e+19, 4.84671e+09, 516104, 1.643e+07, 174119, 3.63676e-17, 520.525, 0.0032816, 1.40681e+06
3.27869e-05, 300, 2.44631e+19, 3.29341e+06, 5.97622, 2.44631e+19, 3.71365e+10, 4.1041e+06, 1.86157e+08, 2.39632e+06, 1.40854e-12, 169175, 5.76517, 1.92417e+07
4.09836e-05, 300, 2.44631e+19, 1.40914e+06, 1549.48, 2.44631e+19, 7.4797e+10, 5.10436e+06, 2.85053e+08, 3.99659e+06, 2.52041e-09, 1.68982e+07, 1540.01, 6.76754e+07
4.91803e-05, 300, 2.44631e+19, 1.1963e+06, 52001.6, 2.44631e+19, 1.3768e+11, 8.77362e+06, 5.62593e+08, 8.27682e+06, 2.87879e-07, 2.87352e+08, 51866.1, 3.08786e+07
5.50351e-05, 300, 2.44631e+19, 4.9963e+06, 715346, 2.44631e+19, 4.36556e+11, 5.61602e+07, 3.91407e+09, 5.91204e+07, 3.89285e-05, 2.01119e+09, 712943, 8.66809e+06
5.9719e-05, 300, 2.44631e+19, 1.12512e+07, 6.1351e+06, 2.44631e+19, 1.1176e+12, 1.61297e+08, 1.17721e+10, 1.8039e+08, 0.00169144, 7.13866e+09, 6.1172e+06, 2.89613e+06
6.44028e-05, 300.001, 2.4463e+19, 1.98993e+07, 4.32754e+07, 2.4463e+19, 2.5259e+12, 3.39437e+08, 2.55341e+10, 3.95373e+08, 0.0443223, 2.01328e+10, 4.31784e+07, 1.14551e+06
6.67447e-05, 300.002, 2.4463e+19, 2.95121e+07, 1.01029e+08, 2.4463e+19, 3.66791e+12, 5.59618e+08, 4.2888e+10, 6.68135e+08, 0.197823, 3.21732e+10, 1.00822e+08, 466549
7.02576e-05, 300.003, 2.44629e+19, 3.75937e+07, 3.38187e+08, 2.44629e+19, 5.98236e+12, 7.72659e+08, 5.9706e+10, 9.35412e+08, 1.36804, 5.87601e+10, 3.37629e+08, 321185
7.37705e-05, 300.004, 2.44628e+19, 4.35639e+07, 9.4305e+08, 2.44628e+19, 8.7706e+12, 9.76408e+08, 7.58907e+10, 1.19655e+09, 6.94606, 9.42421e+10, 9.41866e+08, 181861
7.96253e-05, 300.007, 2.44625e+19, 4.79347e+07, 3.63826e+09, 2.44625e+19, 1.39461e+13, 1.21062e+09, 9.36253e+10, 1.49152e+09, 54.8877, 1.68725e+11, 3.63571e+09, 103748
8.54801e-05, 300.011, 2.44622e+19, 5.03942e+07, 9.92833e+09, 2.44622e+19, 1.92113e+13, 1.44526e+09, 1.107e+11, 1.78267e+09, 259.503, 2.56373e+11, 9.92623e+09, 49297.3
9.25059e-05, 300.017, 2.44617e+19, 4.97947e+07, 2.45666e+10, 2.44617e+19, 2.4824e+13, 1.63288e+09, 1.22572e+11, 1.99759e+09, 1012.49, 3.65899e+11, 2.4577e+10, 28267.5
9.71897e-05, 300.021, 2.44614e+19, 4.69351e+07, 3.94115e+10, 2.44614e+19, 2.77988e+13, 1.68634e+09, 1.24756e+11, 2.04891e+09, 2054.99, 4.34547e+11, 3.9447e+10, 18551.7
0.000106557, 300.03, 2.44607e+19, 4.12066e+07, 8.05293e+10, 2.44606e+19, 3.14868e+13, 1.67995e+09, 1.20625e+11, 2.00401e+09, 5476.03, 5.45855e+11, 8.06932e+10, 16375.6
0.000114754, 300.038, 2.446e+19, 3.31059e+07, 1.25879e+11, 2.446e+19, 3.24149e+13, 1.50222e+09, 1.05012e+11, 1.76121e+09, 9693.61, 6.09158e+11, 1.26283e+11, 15931.7
0.00012178, 300.044, 2.44595e+19, 2.50715e+07, 1.67787e+11, 2.44595e+19, 3.17193e+13, 1.25273e+09, 8.51388e+10, 1.44073e+09, 13234.8, 6.36151e+11, 1.68512e+11, 20107.8
0.000128806, 300.049, 2.44591e+19, 1.75161e+07, 2.08998e+11, 2.44591e+19, 2.99561e+13, 9.77769e+08, 6.42974e+10, 1.09929e+09, 15901.5, 6.40674e+11, 2.10152e+11, 30647.9
0.000137002, 300.054, 2.44587e+19, 1.07504e+07, 2.5301e+11, 2.44587e+19, 2.71324e+13, 6.9668e+08, 4.39387e+10, 7.61306e+08, 17426.8, 6.26446e+11, 2.54777e+11, 61835.8
0.000148712, 300.059, 2.44583e+19, 5.09713e+06, 3.05479e+11, 2.44583e+19, 2.28103e+13, 4.18949e+08, 2.49182e+10, 4.40323e+08, 16826.8, 5.90119e+11, 3.08272e+11, 256645
0.000160422, 300.063, 2.4458e+19, 1.54059e+06, 3.46445e+11, 2.4458e+19, 1.89171e+13, 2.37103e+08, 1.29668e+10, 2.36857e+08, 13327.9, 5.51714e+11, 3.50376e+11, 2.82982e+06
0.000173302, 300.066, 2.44577e+19, 318024, 3.80989e+11, 2.44577e+19, 1.5515e+13, 1.43567e+08, 7.45917e+09, 1.3956e+08, 8662.14, 5.16227e+11, 3.86251e+11, 8.62678e+07
0.000188525, 300.069, 2.44575e+19, 79076.1, 4.11207e+11, 2.44575e+19, 1.25204e+13, 9.10159e+07, 4.66713e+09, 8.79708e+07, 4217.38, 4.74715e+11, 4.18108e+11, 9.78541e+09
0.00020726, 300.071, 2.44574e+19, 118103, 4.13371e+11, 2.44573e+19, 9.88156e+12, 5.65539e+07, 2.89209e+09, 5.45768e+07, 3538.16, 4.00459e+10, 4.20532e+11, 4.42034e+11
0.000222482, 300.072, 2.44573e+19, 407397, 4.13169e+11, 2.44572e+19, 8.27572e+12, 3.94973e+07, 2.01763e+09, 3.81328e+07, 1111.86, 1.42016e+08, 4.20392e+11, 4.82074e+11
0.000242389, 300.074, 2.44571e+19, 1.67961e+06, 4.129e+11, 2.44571e+19, 6.6632e+12, 2.55604e+07, 1.30624e+09, 2.47069e+07, 276.846, 2.12976e+06, 4.20201e+11, 4.82394e+11
0.00025, 300.074, 2.44571e+19, 1.33013e+06, 4.12797e+11, 2.44571e+19, 6.15624e+12, 2.18182e+07, 1.11492e+09, 2.10903e+07, 206.252, 1.06798e+06, 4.20129e+11, 4.82465e+11
0.000257026, 300.074, 2.44571e+19, 972348, 4.12702e+11, 2.44571e+19, 5.73149e+12, 1.89109e+07, 9.66293e+08, 1.82804e+07, 291.595, 2.42128e+06, 4.20062e+11, 4.82528e+11
0.000265223, 300.075, 2.4457e+19, 1.67951e+06, 4.12591e+11, 2.4457e+19, 5.28195e+12, 1.60694e+07, 8.20747e+08, 1.55263e+07, 539.276, 1.27842e+07, 4.19984e+11, 4.82592e+11
0.00027459, 300.075, 2.4457e+19, 2.70918e+06, 4.12467e+11, 2.4457e+19, 4.82562e+12, 1.39205e+07, 7.01248e+08, 1.31326e+07, 1174.84, 1.75597e+08, 4.19897e+11, 4.8251e+11
0.000282787, 300.075, 2.4457e+19, 3.29259e+06, 4.124e+11, 2.4457e+19, 4.49404e+12, 1.57265e+07, 7.79762e+08, 1.36337e+07, 2420.2, 4.1873e+09, 4.19871e+11, 4.78537e+11
0.000290984, 300.076, 2.4457e+19, 1.40878e+06, 4.13224e+11, 2.4457e+19, 4.19882e+12, 1.52465e+07, 8.0298e+08, 1.38031e+07, 3833.62, 9.63068e+10, 4.20918e+11, 3.85434e+11
0.00029918, 300.076, 2.44569e+19, 1.196e+06, 4.17049e+11, 2.44569e+19, 3.9537e+12, 1.77559e+07, 1.02113e+09, 1.69626e+07, 3468.87, 4.31038e+11, 4.25579e+11, 4.62744e+10
0.000305035, 300.076, 2.44569e+19, 4.99504e+06, 4.19995e+11, 2.44569e+19, 4.04509e+12, 6.54406e+07, 4.38618e+09, 6.81028e+07, 5398.28, 4.73396e+11, 4.29157e+11, 2.03834e+09
0.000309719, 300.077, 2.44569e+19, 1.12483e+07, 4.22568e+11, 2.44569e+19, 4.56152e+12, 1.72474e+08, 1.23373e+10, 1.91222e+08, 7823.72, 4.77289e+11, 4.32231e+11, 1.9345e+08
0.000314403, 300.077, 2.44568e+19, 1.98942e+07, 4.25772e+11, 2.44568e+19, 5.79737e+12, 3.54947e+08, 2.63149e+10, 4.10413e+08, 10593.2, 4.8677e+11, 4.35936e+11, 2.76698e+07
0.000316745, 300.078, 2.44568e+19, 2.95046e+07, 4.27799e+11, 2.44568e+19, 6.84705e+12, 5.78597e+08, 4.38388e+10, 6.86549e+08, 12999.3, 4.96598e+11, 4.38218e+11, 7.19441e+06
0.000320258, 300.079, 2.44567e+19, 3.75841e+07, 4.31808e+11, 2.44567e+19, 9.00942e+12, 7.98439e+08, 6.09989e+10, 9.60407e+08, 15506.1, 5.19005e+11, 4.42621e+11, 2.83421e+06
0.00032377, 300.081, 2.44565e+19, 4.35528e+07, 4.37375e+11, 2.44565e+19, 1.16272e+13, 1.00955e+09, 7.7556e+10, 1.22866e+09, 18855.4, 5.49087e+11, 4.48604e+11, 1.05858e+06
0.000329625, 300.084, 2.44563e+19, 4.79224e+07, 4.5134e+11, 2.44563e+19, 1.64796e+13, 1.25459e+09, 9.58442e+10, 1.53405e+09, 24766.7, 6.11484e+11, 4.63335e+11, 375642
0.00033548, 300.088, 2.44559e+19, 5.03813e+07, 4.72482e+11, 2.44559e+19, 2.139e+13, 1.49581e+09, 1.13258e+11, 1.8315e+09, 33016.1, 6.83335e+11, 4.85362e+11, 131272
0.000342506, 300.094, 2.44554e+19, 4.97819e+07, 5.08731e+11, 2.44554e+19, 2.65719e+13, 1.68431e+09, 1.25181e+11, 2.0472e+09, 44224.3, 7.69916e+11, 5.22876e+11, 59423.2
0.00034719, 300.099, 2.44551e+19, 4.69229e+07, 5.39447e+11, 2.4455e+19, 2.92765e+13, 1.73468e+09, 1.27212e+11, 2.09549e+09, 53297, 8.21674e+11, 5.54579e+11, 35045.5
0.000356557, 300.108, 2.44543e+19, 4.11959e+07, 6.13102e+11, 2.44543e+19, 3.25055e+13, 1.71736e+09, 1.22529e+11, 2.04001e+09, 68702.8, 8.98116e+11, 6.30584e+11, 26917.6
0.000364754, 300.116, 2.44537e+19, 3.30972e+07, 6.85558e+11, 2.44536e+19, 3.3132e+13, 1.52925e+09, 1.06387e+11, 1.78718e+09, 80872.5, 9.31999e+11, 7.05512e+11, 24351.8
0.00037178, 300.122, 2.44531e+19, 2.50649e+07, 7.48422e+11, 2.44531e+19, 3.22462e+13, 1.27215e+09, 8.61277e+10, 1.45937e+09, 86942.8, 9.35904e+11, 7.70772e+11, 29554.2
0.000378806, 300.128, 2.44527e+19, 1.75115e+07, 8.07947e+11, 2.44527e+19, 3.03441e+13, 9.91282e+08, 6.49859e+10, 1.11226e+09, 88344.6, 9.1991e+11, 8.32888e+11, 43963.4
0.000387002, 300.133, 2.44523e+19, 1.07476e+07, 8.69856e+11, 2.44523e+19, 2.74067e+13, 7.05351e+08, 4.43808e+10, 7.69629e+08, 84727.1, 8.85183e+11, 8.97979e+11, 87291.2
0.000398712, 300.138, 2.44519e+19, 5.09579e+06, 9.4209e+11, 2.44518e+19, 2.29818e+13, 4.2353e+08, 2.51519e+10, 4.44722e+08, 72635.6, 8.25412e+11, 9.74894e+11, 358627
0.000410422, 300.142, 2.44516e+19, 1.54019e+06, 9.97469e+11, 2.44515e+19, 1.90275e+13, 2.39565e+08, 1.30927e+10, 2.39224e+08, 53521.1, 7.68996e+11, 1.03499e+12, 3.94044e+06
0.000423302, 300.145, 2.44513e+19, 317940, 1.04339e+12, 2.44513e+19, 1.55843e+13, 1.44845e+08, 7.52456e+09, 1.40789e+08, 33026.5, 7.18228e+11, 1.08611e+12, 1.19906e+08
0.000438525, 300.147, 2.44511e+19, 79055.3, 1.08268e+12, 2.44511e+19, 1.25606e+13, 9.16202e+07, 4.69802e+09, 8.85516e+07, 15433.7, 6.59404e+11, 1.13151e+12, 1.35788e+10
0.00045726, 300.15, 2.44509e+19, 118072, 1.08418e+12, 2.44509e+19, 9.90948e+12, 5.6887e+07, 2.90906e+09, 5.48972e+07, 12915.1, 5.57538e+10, 1.13396e+12, 6.14772e+11
0.000472482, 300.151, 2.44508e+19, 407290, 1.08283e+12, 2.44508e+19, 8.29768e+12, 3.97174e+07, 2.02884e+09, 3.83444e+07, 4061.69, 1.98046e+08, 1.13284e+12, 6.71438e+11
0.000492389, 300.152, 2.44507e+19, 1.67917e+06, 1.08107e+12, 2.44507e+19, 6.67975e+12, 2.56944e+07, 1.31306e+09, 2.48356e+07, 1012.39, 2.97882e+06, 1.13137e+12, 6.73086e+11
0.0005, 300.153, 2.44507e+19, 1.32978e+06, 1.0804e+12, 2.44507e+19, 6.1712e+12, 2.19302e+07, 1.12062e+09, 2.11979e+07, -5.4515e+08, 1.49557e+06, 1.13136e+12, 6.73643e+11
0.000507026, 300.153, 2.44507e+19, 972092, 1.07978e+12, 2.44506e+19, 5.74516e+12, 1.90063e+07, 9.71146e+08, 1.83721e+07, 1066.94, 3.3907e+06, 1.13084e+12, 6.74154e+11
0.000515223, 300.153, 2.44506e+19, 1.67907e+06, 1.07905e+12, 2.44506e+19, 5.29432e+12, 1.6149e+07, 8.24792e+08, 1.56028e+07, 1973.62, 1.79029e+07, 1.13024e+12, 6.74735e+11
0.00052459, 300.154, 2.44506e+19, 2.70847e+06, 1.07823e+12, 2.44506e+19, 4.83668e+12, 1.39855e+07, 7.04547e+08, 1.31951e+07, 4300.78, 2.46014e+08, 1.12956e+12, 6.75181e+11
0.000532787, 300.154, 2.44506e+19, 3.29172e+06, 1.07756e+12, 2.44506e+19, 4.50406e+12, 1.57805e+07, 7.82506e+08, 1.36859e+07, 8861.14, 5.86979e+09, 1.12904e+12, 6.70084e+11
0.000540984, 300.154, 2.44505e+19, 1.40841e+06, 1.07794e+12, 2.44505e+19, 4.20755e+12, 1.52902e+07, 8.05187e+08, 1.38451e+07, 14015.9, 1.35019e+11, 1.13023e+12, 5.39802e+11
0.00054918, 300.155, 2.44505e+19, 1.19569e+06, 1.08184e+12, 2.44505e+19, 3.95997e+12, 1.77848e+07, 1.02258e+09, 1.699e+07, 12602.2, 6.03396e+11, 1.13718e+12, 6.47122e+10
0.000555035, 300.155, 2.44505e+19, 4.99373e+06, 1.08488e+12, 2.44505e+19, 4.04953e+12, 6.54485e+07, 4.38615e+09, 6.8108e+07, 19501.1, 6.61626e+11, 1.14251e+12, 2.84598e+09
0.000559719, 300.155, 2.44505e+19, 1.12454e+07, 1.08761e+12, 2.44505e+19, 4.56427e+12, 1.72449e+08, 1.23349e+10, 1.91188e+08, 28065.1, 6.64782e+11, 1.14705e+12, 2.69176e+08
0.000564403, 300.156, 2.44504e+19, 1.9889e+07, 1.0912e+12, 2.44504e+19, 5.7979e+12, 3.54867e+08, 2.63081e+10, 4.10309e+08, 37539.8, 6.72642e+11, 1.15243e+12, 3.81978e+07
0.000566745, 300.157, 2.44504e+19, 2.94969e+07, 1.09356e+12, 2.44503e+19, 6.84614e+12, 5.78452e+08, 4.38267e+10, 6.86359e+08, 45630.9, 6.81488e+11, 1.15569e+12, 9.86332e+06
0.000570258, 300.158, 2.44503e+19, 3.75743e+07, 1.09836e+12, 2.44502e+19, 9.0058e+12, 7.98217e+08, 6.0981e+10, 9.60119e+08, 53391.9, 7.02101e+11, 1.16187e+12, 3.83033e+06
0.00057377, 300.16, 2.44501e+19, 4.35413e+07, 1.10514e+12, 2.44501e+19, 1.16204e+13, 1.00923e+09, 7.75316e+10, 1.22825e+09, 63378, 7.29931e+11, 1.17008e+12, 1.40586e+06
0.000579625, 300.163, 2.44499e+19, 4.79098e+07, 1.12219e+12, 2.44498e+19, 1.64665e+13, 1.25409e+09, 9.58088e+10, 1.53344e+09, 79352.2, 7.87421e+11, 1.18966e+12, 483252
0.00058548, 300.167, 2.44495e+19, 5.0368e+07, 1.14767e+12, 2.44495e+19, 2.13701e+13, 1.49507e+09, 1.13209e+11, 1.83063e+09, 100178, 8.5297e+11, 1.21792e+12, 163701
0.000592506, 300.173, 2.4449e+19, 4.97688e+07, 1.19045e+12, 2.4449e+19, 2.65444e+13, 1.68324e+09, 1.25114e+11, 2.046e+09, 125160, 9.3047e+11, 1.26442e+12, 71745.6
0.00059719, 300.178, 2.44486e+19, 4.69106e+07, 1.22602e+12, 2.44486e+19, 2.92449e+13, 1.73343e+09, 1.27135e+11, 2.09411e+09, 143922, 9.75555e+11, 1.30274e+12, 41568.6
0.000606557, 300.187, 2.44479e+19, 4.11851e+07, 1.30963e+12, 2.44479e+19, 3.24682e+13, 1.71584e+09, 1.2244e+11, 2.03839e+09, 169768, 1.03819e+12, 1.39244e+12, 31085.7
0.000614754, 300.195, 2.44472e+19, 3.30885e+07, 1.39027e+12, 2.44472e+19, 3.30928e+13, 1.52768e+09, 1.06298e+11, 1.78554e+09, 186727, 1.06036e+12, 1.47899e+12, 27679
0.00062178, 300.201, 2.44467e+19, 2.50583e+07, 1.45929e+12, 2.44467e+19, 3.2207e+13, 1.27067e+09, 8.60451e+10, 1.45785e+09, 191237, 1.05505e+12, 1.55341e+12, 33284.4
0.000628806, 300.207, 2.44463e+19, 1.75069e+07, 1.52398e+12, 2.44463e+19, 3.0306e+13, 9.89969e+08, 6.49138e+10, 1.11092e+09, 186861, 1.03084e+12, 1.62369e+12, 49217.4
0.000637002, 300.212, 2.44459e+19, 1.07448e+07, 1.59063e+12, 2.44459e+19, 2.73707e+13, 7.04258e+08, 4.43218e+10, 7.6853e+08, 173028, 9.87919e+11, 1.69695e+12, 97328.1
0.000648712, 300.217, 2.44455e+19, 5.09446e+06, 1.66748e+12, 2.44454e+19, 2.29493e+13, 4.22718e+08, 2.5109e+10, 4.43917e+08, 143202, 9.18812e+11, 1.78317e+12, 398821
0.000660422, 300.221, 2.44452e+19, 1.53978e+06, 1.72548e+12, 2.44451e+19, 1.89982e+13, 2.38971e+08, 1.30619e+10, 2.38642e+08, 103039, 8.55295e+11, 1.85036e+12, 4.37838e+06
0.000673302, 300.224, 2.44449e+19, 317857, 1.77261e+12, 2.44449e+19, 1.55582e+13, 1.44412e+08, 7.50221e+09, 1.40367e+08, 62426, 7.98586e+11, 1.90739e+12, 1.3319e+08
0.000688525, 300.226, 2.44447e+19, 79034.6, 1.81171e+12, 2.44447e+19, 1.25375e+13, 9.13104e+07, 4.68207e+09, 8.82498e+07, 28730.7, 7.33116e+11, 1.95794e+12, 1.50815e+10
0.00070726, 300.228, 2.44445e+19, 118041, 1.81031e+12, 2.44445e+19, 9.89275e+12, 5.6711e+07, 2.89999e+09, 5.47257e+07, 24064.9, 6.22398e+10, 1.95833e+12, 6.85565e+11
0.000722482, 300.23, 2.44444e+19, 407183, 1.80654e+12, 2.44444e+19, 8.28462e+12, 3.96032e+07, 2.02294e+09, 3.8233e+07, 7584.23, 2.21775e+08, 1.95498e+12, 7.50916e+11
0.000742389, 300.231, 2.44443e+19, 1.67872e+06, 1.80162e+12, 2.44443e+19, 6.67002e+12, 2.56265e+07, 1.30955e+09, 2.47692e+07, 1895.57, 3.3547e+06, 1.95061e+12, 7.5548e+11
0.00075, 300.232, 2.44443e+19, 1.32943e+06, 1.79975e+12, 2.44443e+19, 6.16244e+12, 2.18739e+07, 1.1177e+09, 2.11429e+07, 1414.19, 1.68822e+06, 1.94895e+12, 7.57137e+11
0.000757026, 300.232, 2.44442e+19, 971837, 1.79802e+12, 2.44442e+19, 5.73719e+12, 1.89588e+07, 9.68683e+08, 1.83256e+07, 2001.32, 3.82791e+06, 1.94742e+12, 7.58662e+11
0.000765223, 300.232, 2.44442e+19, 1.67863e+06, 1.79601e+12, 2.44442e+19, 5.28715e+12, 1.61097e+07, 8.22756e+08, 1.55643e+07, 3705.32, 2.02151e+07, 1.94563e+12, 7.6042e+11
0.00077459, 300.233, 2.44442e+19, 2.70776e+06, 1.79372e+12, 2.44442e+19, 4.8303e+12, 1.39536e+07, 7.02907e+08, 1.31639e+07, 8082.7, 2.78065e+08, 1.9436e+12, 7.62179e+11
0.000782787, 300.233, 2.44442e+19, 3.29086e+06, 1.79176e+12, 2.44441e+19, 4.49827e+12, 1.57526e+07, 7.81063e+08, 1.36589e+07, 16667.7, 6.64272e+09, 1.94194e+12, 7.5749e+11
0.000790984, 300.233, 2.44441e+19, 1.40804e+06, 1.79075e+12, 2.44441e+19, 4.2021e+12, 1.52653e+07, 8.03884e+08, 1.38208e+07, 26363.7, 1.52925e+11, 1.94245e+12, 6.10751e+11
0.00079918, 300.233, 2.44441e+19, 1.19537e+06, 1.79287e+12, 2.44441e+19, 3.95422e+12, 1.77588e+07, 1.02118e+09, 1.69643e+07, 23647.2, 6.82895e+11, 1.9503e+12, 7.31639e+10
0.000805035, 300.234, 2.44441e+19, 4.99242e+06, 1.79464e+12, 2.44441e+19, 4.04341e+12, 6.54082e+07, 4.38375e+09, 6.80658e+07, 36517.1, 7.48475e+11, 1.95636e+12, 3.21634e+09
0.000809719, 300.234, 2.44441e+19, 1.12424e+07, 1.7964e+12, 2.4444e+19, 4.55761e+12, 1.72376e+08, 1.233e+10, 1.91105e+08, 52425.2, 7.51362e+11, 1.9615e+12, 3.03932e+08
0.000814403, 300.235, 2.4444e+19, 1.98838e+07, 1.79912e+12, 2.4444e+19, 5.79027e+12, 3.54734e+08, 2.62986e+10, 4.10152e+08, 69842.9, 7.58551e+11, 1.96757e+12, 4.30341e+07
0.000816745, 300.236, 2.44439e+19, 2.94892e+07, 1.80112e+12, 2.44439e+19, 6.83775e+12, 5.78249e+08, 4.38118e+10, 6.86112e+08, 84636.6, 7.66982e+11, 1.97124e+12, 1.10898e+07
0.000820258, 300.237, 2.44438e+19, 3.75644e+07, 1.8055e+12, 2.44438e+19, 8.99591e+12, 7.9793e+08, 6.09599e+10, 9.59769e+08, 98418.7, 7.8682e+11, 1.97818e+12, 4.28832e+06
0.00082377, 300.238, 2.44437e+19, 4.35299e+07, 1.81205e+12, 2.44437e+19, 1.16086e+13, 1.00885e+09, 7.75039e+10, 1.22779e+09, 115911, 8.13656e+11, 1.98735e+12, 1.56559e+06
0.000829625, 300.242, 2.44434e+19, 4.78973e+07, 1.82918e+12, 2.44434e+19, 1.64512e+13, 1.25356e+09, 9.57713e+10, 1.53281e+09, 142827, 8.68938e+11, 2.00909e+12, 532763
0.00083548, 300.246, 2.44431e+19, 5.03548e+07, 1.85529e+12, 2.44431e+19, 2.13513e+13, 1.49435e+09, 1.1316e+11, 1.82979e+09, 176990, 9.3161e+11, 2.04016e+12, 178620
0.000842506, 300.252, 2.44426e+19, 4.97558e+07, 1.89937e+12, 2.44426e+19, 2.65219e+13, 1.68233e+09, 1.25055e+11, 2.04496e+09, 215814, 1.00493e+12, 2.09075e+12, 77412.2
0.00084719, 300.256, 2.44422e+19, 4.68983e+07, 1.93601e+12, 2.44422e+19, 2.92205e+13, 1.73241e+09, 1.27071e+11, 2.09297e+09, 244056, 1.04694e+12, 2.13208e+12, 44567.1
0.000856557, 300.266, 2.44415e+19, 4.11743e+07, 2.0218e+12, 2.44414e+19, 3.24418e+13, 1.71473e+09, 1.22371e+11, 2.03716e+09, 278680, 1.1032e+12, 2.22803e+12, 33000.6
0.000864754, 300.274, 2.44408e+19, 3.30799e+07, 2.10405e+12, 2.44408e+19, 3.30663e+13, 1.52661e+09, 1.06233e+11, 1.78438e+09, 298684, 1.12002e+12, 2.31986e+12, 29208
0.00087178, 300.28, 2.44403e+19, 2.50518e+07, 2.17403e+12, 2.44403e+19, 3.21815e+13, 1.26971e+09, 8.59884e+10, 1.45682e+09, 300074, 1.11053e+12, 2.3984e+12, 35000.8
0.000878806, 300.285, 2.44399e+19, 1.75023e+07, 2.23924e+12, 2.44399e+19, 3.0282e+13, 9.8915e+08, 6.48668e+10, 1.11006e+09, 288543, 1.08266e+12, 2.4723e+12, 51641.7
0.000887002, 300.29, 2.44395e+19, 1.0742e+07, 2.3059e+12, 2.44394e+19, 2.73488e+13, 7.03609e+08, 4.42855e+10, 7.67861e+08, 263251, 1.03618e+12, 2.54908e+12, 101984
0.000898712, 300.296, 2.4439e+19, 5.09312e+06, 2.38183e+12, 2.4439e+19, 2.29303e+13, 4.22265e+08, 2.50843e+10, 4.43458e+08, 214563, 9.63191e+11, 2.63916e+12, 417679
0.000910422, 300.299, 2.44387e+19, 1.53938e+06, 2.43807e+12, 2.44387e+19, 1.89817e+13, 2.38657e+08, 1.30453e+10, 2.3833e+08, 152774, 8.96935e+11, 2.70907e+12, 4.58706e+06
0.000923302, 300.302, 2.44385e+19, 317774, 2.48254e+12, 2.44385e+19, 1.55438e+13, 1.4419e+08, 7.49067e+09, 1.40149e+08, 91818, 8.38162e+11, 2.76815e+12, 1.39653e+08
0.000938525, 300.305, 2.44383e+19, 79013.9, 2.5178e+12, 2.44383e+19, 1.25251e+13, 9.11549e+07, 4.674e+09, 8.80971e+07, 41987, 7.7045e+11, 2.82019e+12, 1.58336e+10
0.00095726, 300.307, 2.44381e+19, 118010, 2.51181e+12, 2.44381e+19, 9.8838e+12, 5.66239e+07, 2.89545e+09, 5.464e+07, 35279.7, 6.57865e+10, 2.81681e+12, 7.23866e+11
0.000972482, 300.308, 2.4438e+19, 407076, 2.50439e+12, 2.4438e+19, 8.27767e+12, 3.95474e+07, 2.02003e+09, 3.8178e+07, 11156.3, 2.35462e+08, 2.81002e+12, 7.96186e+11
0.000992389, 300.31, 2.44379e+19, 1.67828e+06, 2.49475e+12, 2.44379e+19, 6.66488e+12, 2.55939e+07, 1.30784e+09, 2.4737e+07, 2800.43, 3.5905e+06, 2.80119e+12, 8.0522e+11
0.001, 300.31, 2.44379e+19, 1.32908e+06, 2.49107e+12, 2.44378e+19, 6.15783e+12, 2.18471e+07, 1.1163e+09, 2.11162e+07, 2092.6, 1.8128e+06, 2.79783e+12, 8.0857e+11
0.00100703, 300.311, 2.44378e+19, 971582, 2.48769e+12, 2.44378e+19, 5.73301e+12, 1.89363e+07, 9.67501e+08, 1.83032e+07, 2965.28, 4.11133e+06, 2.79474e+12, 8.1165e+11
0.00101522, 300.311, 2.44378e+19, 1.67819e+06, 2.48376e+12, 2.44378e+19, 5.2834e+12, 1.60913e+07, 8.21785e+08, 1.55459e+07, 5498.21, 2.17189e+07, 2.79115e+12, 8.15217e+11
0.00102459, 300.311, 2.44378e+19, 2.70705e+06, 2.47928e+12, 2.44378e+19, 4.82698e+12, 1.39387e+07, 7.02112e+08, 1.3149e+07, 12014.1, 2.9919e+08, 2.78706e+12, 8.19014e+11
0.00103279, 300.312, 2.44377e+19, 3.29e+06, 2.47541e+12, 2.44377e+19, 4.49526e+12, 1.57392e+07, 7.80356e+08, 1.36458e+07, 24811, 7.16019e+09, 2.78361e+12, 8.15601e+11
0.00104098, 300.312, 2.44377e+19, 1.40767e+06, 2.47229e+12, 2.44377e+19, 4.19923e+12, 1.5253e+07, 8.03221e+08, 1.38086e+07, 39276.3, 1.65072e+11, 2.78279e+12, 6.58574e+11
