Time(s), T_gas(K), N_gas(#/cm^3), E, H2, O2, H, O, OH, O2(A1)
6.90009e-05, 401.78, 1.82661e+19, 8.32321e+09, 3.03761e+18, 1.51982e+18, 4.85938e+13, 3.04164e+14, 7.6875e+13, 6.14095e+14
6.90418e-05, 401.781, 1.8266e+19, 8.1792e+09, 3.0376e+18, 1.51981e+18, 4.78901e+13, 3.03924e+14, 7.68887e+13, 6.14404e+14
6.90842e-05, 401.783, 1.82659e+19, 8.03512e+09, 3.03758e+18, 1.5198e+18, 4.71804e+13, 3.03671e+14, 7.68998e+13, 6.14718e+14
6.9128e-05, 401.785, 1.82658e+19, 7.89092e+09, 3.03757e+18, 1.51979e+18, 4.64644e+13, 3.03403e+14, 7.69083e+13, 6.15036e+14
6.91734e-05, 401.787, 1.82658e+19, 7.74652e+09, 3.03755e+18, 1.51979e+18, 4.5742e+13, 3.03121e+14, 7.69138e+13, 6.15358e+14
6.92205e-05, 401.788, 1.82657e+19, 7.60186e+09, 3.03753e+18, 1.51978e+18, 4.50126e+13, 3.02822e+14, 7.69162e+13, 6.15685e+14
6.92695e-05, 401.79, 1.82656e+19, 7.45684e+09, 3.03751e+18, 1.51977e+18, 4.42761e+13, 3.02505e+14, 7.69152e+13, 6.16017e+14
6.93204e-05, 401.792, 1.82655e+19, 7.3114e+09, 3.0375e+18, 1.51976e+18, 4.35321e+13, 3.02169e+14, 7.69106e+13, 6.16356e+14
6.93735e-05, 401.794, 1.82654e+19, 7.16542e+09, 3.03748e+18, 1.51975e+18, 4.278e+13, 3.01813e+14, 7.69019e+13, 6.167e+14
6.9429e-05, 401.796, 1.82653e+19, 7.01881e+09, 3.03746e+18, 1.51974e+18, 4.20196e+13, 3.01435e+14, 7.68888e+13, 6.17052e+14
6.9487e-05, 401.798, 1.82652e+19, 6.87143e+09, 3.03744e+18, 1.51973e+18, 4.12503e+13, 3.01033e+14, 7.68708e+13, 6.17411e+14
6.95479e-05, 401.8, 1.82651e+19, 6.72317e+09, 3.03742e+18, 1.51973e+18, 4.04715e+13, 3.00603e+14, 7.68475e+13, 6.17779e+14
6.96119e-05, 401.803, 1.8265e+19, 6.57385e+09, 3.0374e+18, 1.51972e+18, 3.96826e+13, 3.00145e+14, 7.68183e+13, 6.18156e+14
6.96793e-05, 401.805, 1.82649e+19, 6.42332e+09, 3.03738e+18, 1.51971e+18, 3.88829e+13, 2.99654e+14, 7.67825e+13, 6.18543e+14
6.97505e-05, 401.807, 1.82648e+19, 6.27137e+09, 3.03735e+18, 1.5197e+18, 3.80715e+13, 2.99127e+14, 7.67393e+13, 6.18943e+14
6.98261e-05, 401.81, 1.82647e+19, 6.11777e+09, 3.03733e+18, 1.51969e+18, 3.72476e+13, 2.9856e+14, 7.66878e+13, 6.19355e+14
6.99065e-05, 401.812, 1.82646e+19, 5.96225e+09, 3.0373e+18, 1.51967e+18, 3.64101e+13, 2.97947e+14, 7.66268e+13, 6.19781e+14
6.99925e-05, 401.815, 1.82645e+19, 5.80448e+09, 3.03728e+18, 1.51966e+18, 3.55577e+13, 2.97283e+14, 7.6555e+13, 6.20224e+14
7.00848e-05, 401.818, 1.82643e+19, 5.6441e+09, 3.03725e+18, 1.51965e+18, 3.46889e+13, 2.9656e+14, 7.64707e+13, 6.20686e+14
7.01844e-05, 401.821, 1.82642e+19, 5.48062e+09, 3.03722e+18, 1.51964e+18, 3.38019e+13, 2.95768e+14, 7.63718e+13, 6.21169e+14
7.02844e-05, 401.824, 1.82641e+19, 5.32588e+09, 3.03719e+18, 1.51963e+18, 3.29618e+13, 2.94963e+14, 7.62649e+13, 6.21639e+14
7.03844e-05, 401.827, 1.82639e+19, 5.17973e+09, 3.03717e+18, 1.51961e+18, 3.21689e+13, 2.94149e+14, 7.61508e+13, 6.22095e+14
7.04844e-05, 401.83, 1.82638e+19, 5.04153e+09, 3.03714e+18, 1.5196e+18, 3.14203e+13, 2.93326e+14, 7.60299e+13, 6.22538e+14
7.05844e-05, 401.833, 1.82636e+19, 4.91066e+09, 3.03711e+18, 1.51959e+18, 3.07134e+13, 2.92495e+14, 7.59027e+13, 6.22968e+14
7.06844e-05, 401.836, 1.82635e+19, 4.78658e+09, 3.03709e+18, 1.51958e+18, 3.00456e+13, 2.91657e+14, 7.57696e+13, 6.23387e+14
7.07844e-05, 401.839, 1.82634e+19, 4.66879e+09, 3.03706e+18, 1.51957e+18, 2.94144e+13, 2.90812e+14, 7.5631e+13, 6.23795e+14
7.08844e-05, 401.842, 1.82633e+19, 4.55682e+09, 3.03703e+18, 1.51956e+18, 2.88178e+13, 2.89962e+14, 7.54872e+13, 6.24192e+14
7.09844e-05, 401.844, 1.82631e+19, 4.45028e+09, 3.03701e+18, 1.51954e+18, 2.82535e+13, 2.89106e+14, 7.53386e+13, 6.24579e+14
7.10844e-05, 401.847, 1.8263e+19, 4.34877e+09, 3.03698e+18, 1.51953e+18, 2.77196e+13, 2.88245e+14, 7.51856e+13, 6.24956e+14
7.11844e-05, 401.85, 1.82629e+19, 4.25196e+09, 3.03696e+18, 1.51952e+18, 2.72142e+13, 2.87379e+14, 7.50283e+13, 6.25325e+14
7.12844e-05, 401.852, 1.82628e+19, 4.15951e+09, 3.03694e+18, 1.51951e+18, 2.67356e+13, 2.8651e+14, 7.48671e+13, 6.25685e+14
7.13844e-05, 401.855, 1.82627e+19, 4.07115e+09, 3.03691e+18, 1.5195e+18, 2.62821e+13, 2.85637e+14, 7.47022e+13, 6.26037e+14
7.14844e-05, 401.858, 1.82625e+19, 3.98659e+09, 3.03689e+18, 1.51949e+18, 2.58523e+13, 2.84761e+14, 7.45339e+13, 6.26381e+14
7.15844e-05, 401.86, 1.82624e+19, 3.9056e+09, 3.03687e+18, 1.51948e+18, 2.54446e+13, 2.83882e+14, 7.43625e+13, 6.26717e+14
7.16844e-05, 401.863, 1.82623e+19, 3.82794e+09, 3.03684e+18, 1.51947e+18, 2.50576e+13, 2.83e+14, 7.4188e+13, 6.27047e+14
7.17844e-05, 401.865, 1.82622e+19, 3.75341e+09, 3.03682e+18, 1.51946e+18, 2.46903e+13, 2.82116e+14, 7.40108e+13, 6.27369e+14
7.18844e-05, 401.868, 1.82621e+19, 3.68182e+09, 3.0368e+18, 1.51945e+18, 2.43412e+13, 2.8123e+14, 7.38309e+13, 6.27686e+14
7.19844e-05, 401.87, 1.8262e+19, 3.61298e+09, 3.03678e+18, 1.51944e+18, 2.40093e+13, 2.80342e+14, 7.36487e+13, 6.27995e+14
7.20844e-05, 401.873, 1.82619e+19, 3.54672e+09, 3.03675e+18, 1.51944e+18, 2.36936e+13, 2.79453e+14, 7.34642e+13, 6.28299e+14
7.21844e-05, 401.875, 1.82617e+19, 3.48291e+09, 3.03673e+18, 1.51943e+18, 2.3393e+13, 2.78563e+14, 7.32777e+13, 6.28597e+14
7.22844e-05, 401.877, 1.82616e+19, 3.42138e+09, 3.03671e+18, 1.51942e+18, 2.31067e+13, 2.77671e+14, 7.30892e+13, 6.2889e+14
7.23844e-05, 401.88, 1.82615e+19, 3.36203e+09, 3.03669e+18, 1.51941e+18, 2.28338e+13, 2.76779e+14, 7.28989e+13, 6.29177e+14
7.24844e-05, 401.882, 1.82614e+19, 3.30471e+09, 3.03667e+18, 1.5194e+18, 2.25733e+13, 2.75886e+14, 7.2707e+13, 6.29459e+14
7.25844e-05, 401.884, 1.82613e+19, 3.24932e+09, 3.03665e+18, 1.51939e+18, 2.23247e+13, 2.74992e+14, 7.25135e+13, 6.29735e+14
7.26844e-05, 401.887, 1.82612e+19, 3.19575e+09, 3.03663e+18, 1.51938e+18, 2.20871e+13, 2.74098e+14, 7.23185e+13, 6.30008e+14
7.27844e-05, 401.889, 1.82611e+19, 3.14391e+09, 3.03661e+18, 1.51938e+18, 2.18599e+13, 2.73204e+14, 7.21223e+13, 6.30275e+14
7.28844e-05, 401.891, 1.8261e+19, 3.0937e+09, 3.03659e+18, 1.51937e+18, 2.16425e+13, 2.7231e+14, 7.19248e+13, 6.30538e+14
7.29844e-05, 401.893, 1.82609e+19, 3.04504e+09, 3.03657e+18, 1.51936e+18, 2.14342e+13, 2.71416e+14, 7.17263e+13, 6.30796e+14
7.30844e-05, 401.896, 1.82608e+19, 2.99785e+09, 3.03655e+18, 1.51935e+18, 2.12346e+13, 2.70523e+14, 7.15266e+13, 6.31051e+14
7.31844e-05, 401.898, 1.82607e+19, 2.95206e+09, 3.03653e+18, 1.51934e+18, 2.1043e+13, 2.69629e+14, 7.13261e+13, 6.31301e+14
7.32844e-05, 401.9, 1.82606e+19, 2.90759e+09, 3.03651e+18, 1.51933e+18, 2.0859e+13, 2.68737e+14, 7.11247e+13, 6.31547e+14
7.33844e-05, 401.902, 1.82605e+19, 2.86439e+09, 3.03649e+18, 1.51933e+18, 2.06822e+13, 2.67844e+14, 7.09225e+13, 6.3179e+14
7.34844e-05, 401.904, 1.82604e+19, 2.82239e+09, 3.03647e+18, 1.51932e+18, 2.0512e+13, 2.66953e+14, 7.07195e+13, 6.32029e+14
7.35844e-05, 401.907, 1.82603e+19, 2.78153e+09, 3.03645e+18, 1.51931e+18, 2.03482e+13, 2.66062e+14, 7.0516e+13, 6.32264e+14
7.36844e-05, 401.909, 1.82602e+19, 2.74177e+09, 3.03643e+18, 1.5193e+18, 2.01903e+13, 2.65172e+14, 7.03118e+13, 6.32495e+14
7.37844e-05, 401.911, 1.82601e+19, 2.70305e+09, 3.03642e+18, 1.5193e+18, 2.0038e+13, 2.64283e+14, 7.01071e+13, 6.32723e+14
7.38844e-05, 401.913, 1.826e+19, 2.66533e+09, 3.0364e+18, 1.51929e+18, 1.98909e+13, 2.63395e+14, 6.9902e+13, 6.32948e+14
7.39844e-05, 401.915, 1.82599e+19, 2.62856e+09, 3.03638e+18, 1.51928e+18, 1.97488e+13, 2.62508e+14, 6.96964e+13, 6.3317e+14
7.40844e-05, 401.917, 1.82598e+19, 2.59271e+09, 3.03636e+18, 1.51927e+18, 1.96113e+13, 2.61622e+14, 6.94904e+13, 6.33388e+14
7.41844e-05, 401.919, 1.82597e+19, 2.55772e+09, 3.03634e+18, 1.51927e+18, 1.94781e+13, 2.60738e+14, 6.92842e+13, 6.33603e+14
7.42844e-05, 401.921, 1.82596e+19, 2.52358e+09, 3.03632e+18, 1.51926e+18, 1.93491e+13, 2.59854e+14, 6.90776e+13, 6.33816e+14
7.43844e-05, 401.923, 1.82596e+19, 2.49023e+09, 3.03631e+18, 1.51925e+18, 1.92239e+13, 2.58972e+14, 6.88709e+13, 6.34025e+14
7.44844e-05, 401.925, 1.82595e+19, 2.45766e+09, 3.03629e+18, 1.51925e+18, 1.91024e+13, 2.58092e+14, 6.86639e+13, 6.34232e+14
7.45844e-05, 401.927, 1.82594e+19, 2.42583e+09, 3.03627e+18, 1.51924e+18, 1.89843e+13, 2.57213e+14, 6.84568e+13, 6.34435e+14
7.46844e-05, 401.929, 1.82593e+19, 2.39471e+09, 3.03625e+18, 1.51923e+18, 1.88695e+13, 2.56335e+14, 6.82495e+13, 6.34636e+14
7.47844e-05, 401.931, 1.82592e+19, 2.36427e+09, 3.03624e+18, 1.51922e+18, 1.87577e+13, 2.55459e+14, 6.80422e+13, 6.34834e+14
7.48844e-05, 401.933, 1.82591e+19, 2.33449e+09, 3.03622e+18, 1.51922e+18, 1.86487e+13, 2.54585e+14, 6.78348e+13, 6.3503e+14
7.49844e-05, 401.935, 1.8259e+19, 2.30535e+09, 3.0362e+18, 1.51921e+18, 1.85425e+13, 2.53712e+14, 6.76274e+13, 6.35223e+14
7.50844e-05, 401.937, 1.82589e+19, 2.27682e+09, 3.03619e+18, 1.5192e+18, 1.84388e+13, 2.52841e+14, 6.742e+13, 6.35414e+14
7.51844e-05, 401.939, 1.82588e+19, 2.24888e+09, 3.03617e+18, 1.5192e+18, 1.83376e+13, 2.51972e+14, 6.72126e+13, 6.35602e+14
7.52844e-05, 401.941, 1.82587e+19, 2.2215e+09, 3.03615e+18, 1.51919e+18, 1.82386e+13, 2.51105e+14, 6.70053e+13, 6.35788e+14
7.53844e-05, 401.943, 1.82586e+19, 2.19468e+09, 3.03614e+18, 1.51918e+18, 1.81418e+13, 2.50239e+14, 6.6798e+13, 6.35971e+14
7.54844e-05, 401.945, 1.82586e+19, 2.16839e+09, 3.03612e+18, 1.51918e+18, 1.8047e+13, 2.49375e+14, 6.65909e+13, 6.36153e+14
7.55844e-05, 401.947, 1.82585e+19, 2.14261e+09, 3.0361e+18, 1.51917e+18, 1.79541e+13, 2.48513e+14, 6.63838e+13, 6.36332e+14
7.56844e-05, 401.949, 1.82584e+19, 2.11733e+09, 3.03609e+18, 1.51916e+18, 1.78631e+13, 2.47653e+14, 6.61769e+13, 6.36508e+14
7.57844e-05, 401.951, 1.82583e+19, 2.09253e+09, 3.03607e+18, 1.51916e+18, 1.77738e+13, 2.46795e+14, 6.59702e+13, 6.36683e+14
7.58844e-05, 401.953, 1.82582e+19, 2.0682e+09, 3.03605e+18, 1.51915e+18, 1.76861e+13, 2.45939e+14, 6.57636e+13, 6.36855e+14
7.59844e-05, 401.955, 1.82581e+19, 2.04431e+09, 3.03604e+18, 1.51914e+18, 1.75999e+13, 2.45085e+14, 6.55573e+13, 6.37026e+14
7.60844e-05, 401.956, 1.8258e+19, 2.02087e+09, 3.03602e+18, 1.51914e+18, 1.75153e+13, 2.44232e+14, 6.53511e+13, 6.37194e+14
7.61844e-05, 401.958, 1.8258e+19, 1.99784e+09, 3.03601e+18, 1.51913e+18, 1.7432e+13, 2.43382e+14, 6.51452e+13, 6.3736e+14
7.62844e-05, 401.96, 1.82579e+19, 1.97523e+09, 3.03599e+18, 1.51913e+18, 1.735e+13, 2.42534e+14, 6.49395e+13, 6.37525e+14
7.63844e-05, 401.962, 1.82578e+19, 1.95302e+09, 3.03598e+18, 1.51912e+18, 1.72692e+13, 2.41688e+14, 6.47341e+13, 6.37687e+14
7.64844e-05, 401.964, 1.82577e+19, 1.9312e+09, 3.03596e+18, 1.51911e+18, 1.71897e+13, 2.40844e+14, 6.45289e+13, 6.37848e+14
7.65844e-05, 401.966, 1.82576e+19, 1.90975e+09, 3.03595e+18, 1.51911e+18, 1.71113e+13, 2.40002e+14, 6.4324e+13, 6.38006e+14
7.66844e-05, 401.967, 1.82575e+19, 1.88868e+09, 3.03593e+18, 1.5191e+18, 1.70339e+13, 2.39163e+14, 6.41195e+13, 6.38163e+14
7.67844e-05, 401.969, 1.82575e+19, 1.86795e+09, 3.03592e+18, 1.5191e+18, 1.69576e+13, 2.38325e+14, 6.39152e+13, 6.38318e+14
7.68844e-05, 401.971, 1.82574e+19, 1.84758e+09, 3.0359e+18, 1.51909e+18, 1.68823e+13, 2.3749e+14, 6.37112e+13, 6.38471e+14
7.69844e-05, 401.973, 1.82573e+19, 1.82754e+09, 3.03589e+18, 1.51908e+18, 1.68079e+13, 2.36656e+14, 6.35075e+13, 6.38623e+14
7.70844e-05, 401.975, 1.82572e+19, 1.80783e+09, 3.03587e+18, 1.51908e+18, 1.67344e+13, 2.35825e+14, 6.33042e+13, 6.38773e+14
7.71844e-05, 401.976, 1.82571e+19, 1.78844e+09, 3.03586e+18, 1.51907e+18, 1.66617e+13, 2.34996e+14, 6.31013e+13, 6.38921e+14
7.72844e-05, 401.978, 1.82571e+19, 1.76937e+09, 3.03584e+18, 1.51907e+18, 1.65898e+13, 2.3417e+14, 6.28986e+13, 6.39068e+14
7.73844e-05, 401.98, 1.8257e+19, 1.7506e+09, 3.03583e+18, 1.51906e+18, 1.65187e+13, 2.33345e+14, 6.26964e+13, 6.39213e+14
7.74844e-05, 401.982, 1.82569e+19, 1.73212e+09, 3.03581e+18, 1.51905e+18, 1.64483e+13, 2.32523e+14, 6.24945e+13, 6.39356e+14
7.75844e-05, 401.983, 1.82568e+19, 1.71394e+09, 3.0358e+18, 1.51905e+18, 1.63787e+13, 2.31703e+14, 6.22929e+13, 6.39498e+14
7.76844e-05, 401.985, 1.82567e+19, 1.69603e+09, 3.03578e+18, 1.51904e+18, 1.63097e+13, 2.30886e+14, 6.20918e+13, 6.39638e+14
7.77844e-05, 401.987, 1.82567e+19, 1.67841e+09, 3.03577e+18, 1.51904e+18, 1.62414e+13, 2.3007e+14, 6.1891e+13, 6.39776e+14
7.78844e-05, 401.989, 1.82566e+19, 1.66105e+09, 3.03575e+18, 1.51903e+18, 1.61737e+13, 2.29257e+14, 6.16907e+13, 6.39914e+14
7.79844e-05, 401.99, 1.82565e+19, 1.64395e+09, 3.03574e+18, 1.51903e+18, 1.61066e+13, 2.28447e+14, 6.14907e+13, 6.40049e+14
7.80844e-05, 401.992, 1.82564e+19, 1.62711e+09, 3.03573e+18, 1.51902e+18, 1.60401e+13, 2.27638e+14, 6.12911e+13, 6.40184e+14
7.81844e-05, 401.994, 1.82564e+19, 1.61053e+09, 3.03571e+18, 1.51901e+18, 1.59742e+13, 2.26832e+14, 6.1092e+13, 6.40316e+14
7.82844e-05, 401.995, 1.82563e+19, 1.59419e+09, 3.0357e+18, 1.51901e+18, 1.59087e+13, 2.26028e+14, 6.08932e+13, 6.40448e+14
7.83844e-05, 401.997, 1.82562e+19, 1.57808e+09, 3.03568e+18, 1.519e+18, 1.58439e+13, 2.25227e+14, 6.06949e+13, 6.40578e+14
7.84844e-05, 401.999, 1.82561e+19, 1.56222e+09, 3.03567e+18, 1.519e+18, 1.57795e+13, 2.24427e+14, 6.0497e+13, 6.40707e+14
7.85844e-05, 402, 1.82561e+19, 1.54658e+09, 3.03566e+18, 1.51899e+18, 1.57155e+13, 2.23631e+14, 6.02995e+13, 6.40834e+14
7.86844e-05, 402.002, 1.8256e+19, 1.53116e+09, 3.03564e+18, 1.51899e+18, 1.56521e+13, 2.22836e+14, 6.01025e+13, 6.4096e+14
7.87844e-05, 402.004, 1.82559e+19, 1.51597e+09, 3.03563e+18, 1.51898e+18, 1.55891e+13, 2.22044e+14, 5.99059e+13, 6.41085e+14
7.88844e-05, 402.005, 1.82558e+19, 1.50099e+09, 3.03562e+18, 1.51898e+18, 1.55266e+13, 2.21254e+14, 5.97097e+13, 6.41208e+14
7.89844e-05, 402.007, 1.82558e+19, 1.48622e+09, 3.0356e+18, 1.51897e+18, 1.54644e+13, 2.20467e+14, 5.9514e+13, 6.4133e+14
7.90844e-05, 402.009, 1.82557e+19, 1.47166e+09, 3.03559e+18, 1.51897e+18, 1.54027e+13, 2.19681e+14, 5.93187e+13, 6.41451e+14
7.91844e-05, 402.01, 1.82556e+19, 1.4573e+09, 3.03558e+18, 1.51896e+18, 1.53414e+13, 2.18899e+14, 5.91239e+13, 6.41571e+14
7.92844e-05, 402.012, 1.82555e+19, 1.44314e+09, 3.03556e+18, 1.51895e+18, 1.52805e+13, 2.18118e+14, 5.89295e+13, 6.41689e+14
7.93844e-05, 402.013, 1.82555e+19, 1.42917e+09, 3.03555e+18, 1.51895e+18, 1.52199e+13, 2.1734e+14, 5.87356e+13, 6.41806e+14
7.94844e-05, 402.015, 1.82554e+19, 1.4154e+09, 3.03554e+18, 1.51894e+18, 1.51598e+13, 2.16565e+14, 5.85421e+13, 6.41923e+14
7.95844e-05, 402.017, 1.82553e+19, 1.40181e+09, 3.03552e+18, 1.51894e+18, 1.51e+13, 2.15791e+14, 5.83492e+13, 6.42037e+14
7.96844e-05, 402.018, 1.82552e+19, 1.3884e+09, 3.03551e+18, 1.51893e+18, 1.50405e+13, 2.15021e+14, 5.81566e+13, 6.42151e+14
7.97844e-05, 402.02, 1.82552e+19, 1.37517e+09, 3.0355e+18, 1.51893e+18, 1.49814e+13, 2.14252e+14, 5.79645e+13, 6.42264e+14
7.98844e-05, 402.021, 1.82551e+19, 1.36212e+09, 3.03548e+18, 1.51892e+18, 1.49226e+13, 2.13486e+14, 5.77729e+13, 6.42375e+14
7.99844e-05, 402.023, 1.8255e+19, 1.34923e+09, 3.03547e+18, 1.51892e+18, 1.48642e+13, 2.12722e+14, 5.75818e+13, 6.42486e+14
8.00844e-05, 402.024, 1.8255e+19, 1.33652e+09, 3.03546e+18, 1.51891e+18, 1.4806e+13, 2.11961e+14, 5.73912e+13, 6.42595e+14
8.01844e-05, 402.026, 1.82549e+19, 1.32398e+09, 3.03545e+18, 1.51891e+18, 1.47482e+13, 2.11202e+14, 5.7201e+13, 6.42703e+14
8.02844e-05, 402.028, 1.82548e+19, 1.3116e+09, 3.03543e+18, 1.5189e+18, 1.46907e+13, 2.10445e+14, 5.70113e+13, 6.4281e+14
8.03844e-05, 402.029, 1.82547e+19, 1.29937e+09, 3.03542e+18, 1.5189e+18, 1.46335e+13, 2.09691e+14, 5.6822e+13, 6.42917e+14
8.04844e-05, 402.031, 1.82547e+19, 1.28731e+09, 3.03541e+18, 1.51889e+18, 1.45766e+13, 2.08939e+14, 5.66333e+13, 6.43022e+14
8.05844e-05, 402.032, 1.82546e+19, 1.2754e+09, 3.0354e+18, 1.51889e+18, 1.452e+13, 2.0819e+14, 5.6445e+13, 6.43126e+14
8.06844e-05, 402.034, 1.82545e+19, 1.26364e+09, 3.03538e+18, 1.51888e+18, 1.44637e+13, 2.07443e+14, 5.62572e+13, 6.43229e+14
8.07844e-05, 402.035, 1.82545e+19, 1.25203e+09, 3.03537e+18, 1.51888e+18, 1.44076e+13, 2.06698e+14, 5.60699e+13, 6.43331e+14
8.08844e-05, 402.037, 1.82544e+19, 1.24056e+09, 3.03536e+18, 1.51887e+18, 1.43518e+13, 2.05956e+14, 5.5883e+13, 6.43432e+14
8.09844e-05, 402.038, 1.82543e+19, 1.22924e+09, 3.03535e+18, 1.51887e+18, 1.42963e+13, 2.05216e+14, 5.56967e+13, 6.43532e+14
8.10844e-05, 402.04, 1.82543e+19, 1.21806e+09, 3.03534e+18, 1.51886e+18, 1.42411e+13, 2.04478e+14, 5.55108e+13, 6.43631e+14
8.11844e-05, 402.041, 1.82542e+19, 1.20702e+09, 3.03532e+18, 1.51886e+18, 1.41861e+13, 2.03743e+14, 5.53254e+13, 6.4373e+14
8.12844e-05, 402.043, 1.82541e+19, 1.19611e+09, 3.03531e+18, 1.51885e+18, 1.41314e+13, 2.0301e+14, 5.51406e+13, 6.43827e+14
8.13844e-05, 402.044, 1.82541e+19, 1.18534e+09, 3.0353e+18, 1.51885e+18, 1.4077e+13, 2.0228e+14, 5.49562e+13, 6.43923e+14
8.14844e-05, 402.046, 1.8254e+19, 1.1747e+09, 3.03529e+18, 1.51884e+18, 1.40228e+13, 2.01552e+14, 5.47722e+13, 6.44019e+14
8.15844e-05, 402.047, 1.82539e+19, 1.16419e+09, 3.03528e+18, 1.51884e+18, 1.39688e+13, 2.00826e+14, 5.45888e+13, 6.44113e+14
8.16844e-05, 402.049, 1.82539e+19, 1.15381e+09, 3.03527e+18, 1.51883e+18, 1.39151e+13, 2.00103e+14, 5.44059e+13, 6.44207e+14
8.17844e-05, 402.05, 1.82538e+19, 1.14355e+09, 3.03525e+18, 1.51883e+18, 1.38617e+13, 1.99382e+14, 5.42235e+13, 6.443e+14
8.18844e-05, 402.051, 1.82537e+19, 1.13341e+09, 3.03524e+18, 1.51883e+18, 1.38085e+13, 1.98663e+14, 5.40415e+13, 6.44392e+14
8.19844e-05, 402.053, 1.82537e+19, 1.1234e+09, 3.03523e+18, 1.51882e+18, 1.37555e+13, 1.97947e+14, 5.386e+13, 6.44483e+14
8.20844e-05, 402.054, 1.82536e+19, 1.1135e+09, 3.03522e+18, 1.51882e+18, 1.37027e+13, 1.97233e+14, 5.36791e+13, 6.44573e+14
8.21844e-05, 402.056, 1.82535e+19, 1.10372e+09, 3.03521e+18, 1.51881e+18, 1.36502e+13, 1.96522e+14, 5.34986e+13, 6.44663e+14
8.22844e-05, 402.057, 1.82535e+19, 1.09406e+09, 3.0352e+18, 1.51881e+18, 1.35979e+13, 1.95813e+14, 5.33186e+13, 6.44751e+14
8.23844e-05, 402.059, 1.82534e+19, 1.08451e+09, 3.03519e+18, 1.5188e+18, 1.35459e+13, 1.95106e+14, 5.31391e+13, 6.44839e+14
8.24844e-05, 402.06, 1.82533e+19, 1.07507e+09, 3.03517e+18, 1.5188e+18, 1.34941e+13, 1.94401e+14, 5.29602e+13, 6.44926e+14
8.25844e-05, 402.061, 1.82533e+19, 1.06574e+09, 3.03516e+18, 1.51879e+18, 1.34425e+13, 1.93699e+14, 5.27817e+13, 6.45012e+14
8.26844e-05, 402.063, 1.82532e+19, 1.05652e+09, 3.03515e+18, 1.51879e+18, 1.33911e+13, 1.93e+14, 5.26037e+13, 6.45098e+14
8.27844e-05, 402.064, 1.82532e+19, 1.04741e+09, 3.03514e+18, 1.51878e+18, 1.33399e+13, 1.92302e+14, 5.24261e+13, 6.45182e+14
8.28844e-05, 402.066, 1.82531e+19, 1.0384e+09, 3.03513e+18, 1.51878e+18, 1.3289e+13, 1.91607e+14, 5.22491e+13, 6.45266e+14
8.29844e-05, 402.067, 1.8253e+19, 1.02949e+09, 3.03512e+18, 1.51877e+18, 1.32383e+13, 1.90915e+14, 5.20726e+13, 6.45349e+14
8.30844e-05, 402.068, 1.8253e+19, 1.02069e+09, 3.03511e+18, 1.51877e+18, 1.31877e+13, 1.90224e+14, 5.18966e+13, 6.45432e+14
8.31844e-05, 402.07, 1.82529e+19, 1.01198e+09, 3.0351e+18, 1.51877e+18, 1.31374e+13, 1.89536e+14, 5.17211e+13, 6.45513e+14
8.32844e-05, 402.071, 1.82528e+19, 1.00338e+09, 3.03509e+18, 1.51876e+18, 1.30874e+13, 1.88851e+14, 5.1546e+13, 6.45594e+14
8.33844e-05, 402.073, 1.82528e+19, 9.94865e+08, 3.03508e+18, 1.51876e+18, 1.30375e+13, 1.88167e+14, 5.13715e+13, 6.45674e+14
8.34844e-05, 402.074, 1.82527e+19, 9.86451e+08, 3.03506e+18, 1.51875e+18, 1.29878e+13, 1.87486e+14, 5.11974e+13, 6.45754e+14
8.35844e-05, 402.075, 1.82527e+19, 9.7813e+08, 3.03505e+18, 1.51875e+18, 1.29383e+13, 1.86807e+14, 5.10239e+13, 6.45833e+14
8.36844e-05, 402.077, 1.82526e+19, 9.69902e+08, 3.03504e+18, 1.51874e+18, 1.28891e+13, 1.86131e+14, 5.08508e+13, 6.45911e+14
8.37844e-05, 402.078, 1.82525e+19, 9.61765e+08, 3.03503e+18, 1.51874e+18, 1.284e+13, 1.85457e+14, 5.06783e+13, 6.45988e+14
8.38844e-05, 402.079, 1.82525e+19, 9.53718e+08, 3.03502e+18, 1.51874e+18, 1.27912e+13, 1.84785e+14, 5.05062e+13, 6.46065e+14
8.39844e-05, 402.081, 1.82524e+19, 9.45759e+08, 3.03501e+18, 1.51873e+18, 1.27425e+13, 1.84115e+14, 5.03346e+13, 6.46141e+14
8.40844e-05, 402.082, 1.82523e+19, 9.37888e+08, 3.035e+18, 1.51873e+18, 1.2694e+13, 1.83448e+14, 5.01635e+13, 6.46216e+14
8.41844e-05, 402.083, 1.82523e+19, 9.30102e+08, 3.03499e+18, 1.51872e+18, 1.26458e+13, 1.82783e+14, 4.99929e+13, 6.46291e+14
8.42844e-05, 402.085, 1.82522e+19, 9.22401e+08, 3.03498e+18, 1.51872e+18, 1.25977e+13, 1.8212e+14, 4.98228e+13, 6.46365e+14
8.43844e-05, 402.086, 1.82522e+19, 9.14784e+08, 3.03497e+18, 1.51871e+18, 1.25499e+13, 1.8146e+14, 4.96532e+13, 6.46438e+14
8.44844e-05, 402.087, 1.82521e+19, 9.07249e+08, 3.03496e+18, 1.51871e+18, 1.25022e+13, 1.80802e+14, 4.94841e+13, 6.46511e+14
8.45844e-05, 402.089, 1.8252e+19, 8.99794e+08, 3.03495e+18, 1.51871e+18, 1.24547e+13, 1.80146e+14, 4.93155e+13, 6.46583e+14
